kode,kategori,nama
3276021008,Kelurahan,Curug
3276021009,Kelurahan,Tugu
3276021010,Kelurahan,Mekarsari
3276021011,Kelurahan,Pasir Gunung Selatan
3276021012,Kelurahan,Cisalak Pasar
327603,Kecamatan,Sawangan
3276031001,Kelurahan,Pasir Putih
3276031002,Kelurahan,Bedahan
3276031003,Kelurahan,Pengasinan
3276031009,Kelurahan,Cinangka
3276031010,Kelurahan,Sawangan
3276031011,Kelurahan,Sawangan Baru
3276031012,Kelurahan,Kedaung
327604,Kecamatan,Limo
3276041001,Kelurahan,Maruyung
3276041002,Kelurahan,Grogol
3276041003,Kelurahan,Krukut
3276041004,Kelurahan,Limo
327605,Kecamatan,Sukmajaya
3276051001,Kelurahan,Sukmajaya
3276051003,Kelurahan,Abadi Jaya
3276051004,Kelurahan,Mekar Jaya
3276051005,Kelurahan,Baktijaya
3276051008,Kelurahan,Cisalak
3276051010,Kelurahan,Tirtajaya
327606,Kecamatan,Beji
3276061001,Kelurahan,Beji
3276061002,Kelurahan,Kukusan
3276061003,Kelurahan,Tanah Baru
3276061004,Kelurahan,Kemiri Muka
3276061005,Kelurahan,Pondok Cina
3276061006,Kelurahan,Beji Timur
327607,Kecamatan,Cipayung
3276071001,Kelurahan,Cipayung
3276071002,Kelurahan,Cipayung Jaya
3276071003,Kelurahan,Ratu Jaya
3276071004,Kelurahan,Bojong Pondok Terong
3276071005,Kelurahan,Pondok Jaya
327608,Kecamatan,Cilodong
3276081001,Kelurahan,Sukamaju
3276081002,Kelurahan,Cilodong
3276081003,Kelurahan,Kalibaru
3276081004,Kelurahan,Kalimulya
3276081005,Kelurahan,Jatimulya
327609,Kecamatan,Cinere
3276091001,Kelurahan,Cinere
3276091002,Kelurahan,Gandul
3276091003,Kelurahan,Pangkalan Jati
3276091004,Kelurahan,Pangkalan Jati Baru
327610,Kecamatan,Tapos
3276101001,Kelurahan,Tapos
3276101002,Kelurahan,Leuwinanggung
3276101003,Kelurahan,Sukatani
3276101004,Kelurahan,Sukamaju Baru
3276101005,Kelurahan,Jatijajar
3276101006,Kelurahan,Cilangkap
3276101007,Kelurahan,Cimpaeun
327611,Kecamatan,Bojongsari
3276111001,Kelurahan,Bojongsari
3276111002,Kelurahan,Bojongsari Baru
3276111003,Kelurahan,Serua
3276111004,Kelurahan,Pondok Petir
3276111005,Kelurahan,Curug
3276111006,Kelurahan,Duren Mekar
3276111007,Kelurahan,Duren Seribu
3277,Kota Kabupaten,Kota Cimahi
327701,Kecamatan,Cimahi Selatan
3277011001,Kelurahan,Melong
3277011002,Kelurahan,Cibeureum
3277011003,Kelurahan,Utama
3277011004,Kelurahan,Leuwigajah
3277011005,Kelurahan,Cibeber
327702,Kecamatan,Cimahi Tengah
3277021001,Kelurahan,Baros
3277021002,Kelurahan,Cigugur Tengah
3277021003,Kelurahan,Karangmekar
3277021004,Kelurahan,Setiamanah
3277021005,Kelurahan,Padasuka
3277021006,Kelurahan,Cimahi
327703,Kecamatan,Cimahi Utara
3277031001,Kelurahan,Pasirkaliki
3277031002,Kelurahan,Cibabat
3277031003,Kelurahan,Citeureup
3277031004,Kelurahan,Cipageran
3278,Kota Kabupaten,Kota Tasikmalaya
327801,Kecamatan,Cihideung
3278011001,Kelurahan,Yudanagara
3278011002,Kelurahan,Nagarawangi
3278011003,Kelurahan,Cilembang
3278011004,Kelurahan,Argasari
3278011005,Kelurahan,Tugujaya
3278011006,Kelurahan,Tuguraja
327802,Kecamatan,Cipedes
3278021001,Kelurahan,Panglayungan
3278021002,Kelurahan,Cipedes
3278021003,Kelurahan,Nagarasari
3278021004,Kelurahan,Sukamanah
327803,Kecamatan,Tawang
3278031001,Kelurahan,Tawangsari
3278031002,Kelurahan,Empangsari
3278031003,Kelurahan,Lengkongsari
3278031004,Kelurahan,Cikalang
3278031005,Kelurahan,Kahuripan
327804,Kecamatan,Indihiang
3278041003,Kelurahan,Indihiang
3278041004,Kelurahan,Sirnagalih
3278041005,Kelurahan,Parakannyasag
3278041006,Kelurahan,Panyingkiran
3278041007,Kelurahan,Sukamaju Kaler
3278041008,Kelurahan,Sukamaju Kidul
327805,Kecamatan,Kawalu
3278051001,Kelurahan,Kersamenak
3278051002,Kelurahan,Cilamajang
3278051003,Kelurahan,Gunung Tandala
3278051004,Kelurahan,Urug
3278051005,Kelurahan,Tanjung
3278051006,Kelurahan,Cibeuti
3278051007,Kelurahan,Karanganyar
3278051008,Kelurahan,Talagasari
3278051009,Kelurahan,Leuwiliang
3278051010,Kelurahan,Gunung Gede
327806,Kecamatan,Cibeureum
3278061005,Kelurahan,Setiaratu
3278061007,Kelurahan,Kersanagara
3278061008,Kelurahan,Kota Baru
3278061009,Kelurahan,Awipari
3278061010,Kelurahan,Setianagara
3278061011,Kelurahan,Ciherang
3278061012,Kelurahan,Ciakar
3278061013,Kelurahan,Margabakti
3278061014,Kelurahan,Setiajaya
327807,Kecamatan,Tamansari
3278071001,Kelurahan,Tamansari
3278071002,Kelurahan,Mugarsari
3278071003,Kelurahan,Tamanjaya
3278071004,Kelurahan,Sumelap
3278071005,Kelurahan,Setiawargi
3278071006,Kelurahan,Mulyasari
3278071007,Kelurahan,Sukahurip
3278071008,Kelurahan,Setiamulya
327808,Kecamatan,Mangkubumi
3278081001,Kelurahan,Mangkubumi
3278081002,Kelurahan,Cigantang
3278081003,Kelurahan,Karikil
3278081004,Kelurahan,Linggajaya
3278081005,Kelurahan,Cipawitra
3278081006,Kelurahan,Sambongpari
3278081007,Kelurahan,Sambongjaya
3278081008,Kelurahan,Cipari
327809,Kecamatan,Bungursari
3278091001,Kelurahan,Sukamulya
3278091002,Kelurahan,Sukarindik
3278091003,Kelurahan,Bungursari
3278091004,Kelurahan,Sukajaya
3278091005,Kelurahan,Cibunigeulis
3278091006,Kelurahan,Bantarsari
3278091007,Kelurahan,Sukalaksana
327810,Kecamatan,Purbaratu
3278101001,Kelurahan,Sukanagara
3278101002,Kelurahan,Sukamenak
3278101003,Kelurahan,Purbaratu
3278101004,Kelurahan,Sukaasih
3278101005,Kelurahan,Sukajaya
3278101006,Kelurahan,Singkup
3279,Kota Kabupaten,Kota Banjar
327901,Kecamatan,Banjar
3279011001,Kelurahan,Banjar
3279011002,Kelurahan,Mekarsari
3279011006,Kelurahan,Situbatu
3279012003,Kelurahan,Balokang
3279012004,Kelurahan,Cibeureum
3279012005,Kelurahan,Neglasari
3279012007,Kelurahan,Jajawar
327902,Kecamatan,Pataruman
3279021001,Kelurahan,Hegarsari
3279021002,Kelurahan,Pataruman
3279022003,Kelurahan,Mulyasari
3279022004,Kelurahan,Batulawang
3279022005,Kelurahan,Karyamukti
3279022006,Kelurahan,Binangun
3279022007,Kelurahan,Sukamukti
3279022008,Kelurahan,Sinartanjung
327903,Kecamatan,Purwaharja
3279031001,Kelurahan,Purwaharja
3279031004,Kelurahan,Karangpanimbal
3279032002,Kelurahan,Raharja
3279032003,Kelurahan,Mekarharja
327904,Kecamatan,Langensari
3279041004,Kelurahan,Muktisari
3279041005,Kelurahan,Bojongkantong
3279042001,Kelurahan,Langensari
3279042002,Kelurahan,Rejasari
3279042003,Kelurahan,Waringinsari
3279042006,Kelurahan,Kujangsari
33,Provinsi,Jawa Tengah
3301,Kota Kabupaten,Kab. Cilacap
330101,Kecamatan,Kedungreja
3301012001,Kelurahan,Tambakreja
3301012002,Kelurahan,Bumireja
3301012003,Kelurahan,Ciklapa
3301012004,Kelurahan,Kedungreja
3301012005,Kelurahan,Tambaksari
3301012006,Kelurahan,Rejamulya
3301012007,Kelurahan,Sidanegara
3301012008,Kelurahan,Kaliwungu
3301012009,Kelurahan,Jatisari
3301012010,Kelurahan,Bangunreja
3301012011,Kelurahan,Bojongsari
330102,Kecamatan,Kesugihan
3301022001,Kelurahan,Menganti
3301022002,Kelurahan,Slarang
3301022003,Kelurahan,Kesugihan
3301022004,Kelurahan,Kalisabuk
3301022005,Kelurahan,Karangkandri
3301022006,Kelurahan,Kuripan
3301022007,Kelurahan,Dondong
3301022008,Kelurahan,Planjan
3301022009,Kelurahan,Ciwuni
3301022010,Kelurahan,Karangjengkol
3301022011,Kelurahan,Keleng
3301022012,Kelurahan,Pesanggrahan
3301022013,Kelurahan,Bulupayung
3301022014,Kelurahan,Kuripan Kidul
3301022015,Kelurahan,Jangrana
3301022016,Kelurahan,Kesugihan Kidul
330103,Kecamatan,Adipala
3301032001,Kelurahan,Welahan Wetan
3301032002,Kelurahan,Glempangpasir
3301032003,Kelurahan,Pedasong
3301032004,Kelurahan,Karangbenda
3301032005,Kelurahan,Karanganyar
3301032006,Kelurahan,Bunton
3301032007,Kelurahan,Wlahar
3301032008,Kelurahan,Penggalang
3301032009,Kelurahan,Adipala
3301032010,Kelurahan,Adireja Kulon
3301032011,Kelurahan,Adireja Wetan
3301032012,Kelurahan,Adiraja
3301032013,Kelurahan,Doplang
3301032014,Kelurahan,Kalikudi
3301032015,Kelurahan,Karangsari
3301032016,Kelurahan,Gombolharjo
330104,Kecamatan,Binangun
3301042001,Kelurahan,Jati
3301042002,Kelurahan,Kepudang
3301042003,Kelurahan,Jepara Kulon
3301042004,Kelurahan,Widarapayung Kulon
3301042005,Kelurahan,Jepara Wetan
3301042006,Kelurahan,Bangkal
3301042007,Kelurahan,Binangun
3301042008,Kelurahan,Widarapayung Wetan
3301042009,Kelurahan,Alangamba
3301042010,Kelurahan,Pasuruhan
3301042011,Kelurahan,Sidaurip
3301042012,Kelurahan,Pagubugan
3301042013,Kelurahan,Pesawahan
3301042014,Kelurahan,Kemojing
3301042015,Kelurahan,Karangnangka
3301042016,Kelurahan,Sidayu
3301042017,Kelurahan,Pagubugan Kulon
330105,Kecamatan,Nusawungu
3301052001,Kelurahan,Karangtawang
3301052002,Kelurahan,Karangpakis
3301052003,Kelurahan,Banjarsari
3301052004,Kelurahan,Jetis
3301052005,Kelurahan,Banjareja
3301052006,Kelurahan,Kedungbenda
3301052007,Kelurahan,Klumprit
3301052008,Kelurahan,Karangsembung
3301052009,Kelurahan,Purwodadi
3301052010,Kelurahan,Nusawangkal
3301052011,Kelurahan,Karangputat
3301052012,Kelurahan,Banjarwaru
3301052013,Kelurahan,Danasri Kidul
3301052014,Kelurahan,Nusawungu
3301052015,Kelurahan,Danasri Lor
3301052016,Kelurahan,Danasri
3301052017,Kelurahan,Sikanco
330106,Kecamatan,Kroya
3301062001,Kelurahan,Sikampuh
3301062002,Kelurahan,Pekuncen
3301062003,Kelurahan,Ayamalas
3301062004,Kelurahan,Pesanggrahan
3301062005,Kelurahan,Kroya
3301062006,Kelurahan,Karangmangu
3301062007,Kelurahan,Pucung Kidul
3301062008,Kelurahan,Mergawati
3301062009,Kelurahan,Pucung Lor
3301062010,Kelurahan,Bajing
3301062011,Kelurahan,Gentasari
3301062012,Kelurahan,Kedawung
3301062013,Kelurahan,Mujur
3301062014,Kelurahan,Buntu
3301062015,Kelurahan,Karangturi
3301062016,Kelurahan,Bajing Kulon
3301062017,Kelurahan,Mujur Lor
330107,Kecamatan,Maos
3301072001,Kelurahan,Karangkemiri
3301072002,Kelurahan,Karangrena
3301072003,Kelurahan,Maos Kidul
3301072004,Kelurahan,Maos Lor
3301072005,Kelurahan,Kalijaran
3301072006,Kelurahan,Mernek
3301072007,Kelurahan,Panisihan
3301072008,Kelurahan,Glempang
3301072009,Kelurahan,Karangreja
3301072010,Kelurahan,Klapagada
330108,Kecamatan,Jeruklegi
3301082001,Kelurahan,Tritih Wetan
3301082002,Kelurahan,Sumingkir
3301082003,Kelurahan,Jeruklegi Wetan
3301082004,Kelurahan,Brebeg
3301082005,Kelurahan,Jeruklegi Kulon
3301082006,Kelurahan,Cilibang
3301082007,Kelurahan,Mandala
3301082008,Kelurahan,Karangkemiri
3301082009,Kelurahan,Jambusari
3301082010,Kelurahan,Prapagan
3301082011,Kelurahan,Sawangan
3301082012,Kelurahan,Citepus
3301082013,Kelurahan,Tritih Lor
330109,Kecamatan,Kawunganten
3301092001,Kelurahan,Grugu
3301092002,Kelurahan,Bringkeng
3301092003,Kelurahan,Ujungmanik
3301092004,Kelurahan,Kubangkangkung
3301092005,Kelurahan,Bojong
3301092006,Kelurahan,Mentasan
3301092007,Kelurahan,Kalijeruk
3301092008,Kelurahan,Kawunganten
3301092009,Kelurahan,Sarwadadi
3301092010,Kelurahan,Kawunganten Lor
3301092014,Kelurahan,Babakan
3301092015,Kelurahan,Sidaurip
330110,Kecamatan,Gandrungmangu
3301102001,Kelurahan,Gandrungmangu
3301102002,Kelurahan,Gandrungmanis
3301102003,Kelurahan,Cisumur
3301102004,Kelurahan,Karanganyar
3301102005,Kelurahan,Cinangsi
3301102006,Kelurahan,Karanggintung
3301102007,Kelurahan,Rungkang
3301102008,Kelurahan,Sidaurip
3301102009,Kelurahan,Gintungreja
3301102010,Kelurahan,Layansari
3301102011,Kelurahan,Bulusari
3301102012,Kelurahan,Muktisari
3301102013,Kelurahan,Wringinharjo
3301102014,Kelurahan,Kertajaya
330111,Kecamatan,Sidareja
3301112001,Kelurahan,Tinggarjaya
3301112002,Kelurahan,Sidareja
3301112003,Kelurahan,Sidamulya
3301112004,Kelurahan,Kunci
3301112005,Kelurahan,Karanggedang
3301112006,Kelurahan,Penyarang
3301112007,Kelurahan,Tegalsari
3301112008,Kelurahan,Margasari
3301112009,Kelurahan,Gunungreja
3301112010,Kelurahan,Sudagaran
330112,Kecamatan,Karangpucung
3301122001,Kelurahan,Cidadap
3301122002,Kelurahan,Pangawaren
3301122003,Kelurahan,Gunungtelu
3301122004,Kelurahan,Sindangbarang
3301122005,Kelurahan,Karangpucung
3301122006,Kelurahan,Ciporos
3301122007,Kelurahan,Tayem
3301122008,Kelurahan,Bengbulang
3301122009,Kelurahan,Surusunda
3301122010,Kelurahan,Babakan
3301122011,Kelurahan,Ciruyung
3301122012,Kelurahan,Pamulihan
3301122013,Kelurahan,Tayem Timur
3301122014,Kelurahan,Sidamulya
330113,Kecamatan,Cimanggu
3301132001,Kelurahan,Panimbang
3301132002,Kelurahan,Bantarmangu
3301132003,Kelurahan,Bantarpanjang
3301132004,Kelurahan,Cimanggu
3301132005,Kelurahan,Cilempuyang
3301132006,Kelurahan,Negarajati
3301132007,Kelurahan,Cisalak
3301132008,Kelurahan,Cibalung
3301132009,Kelurahan,Karangsari
3301132010,Kelurahan,Kutabima
3301132011,Kelurahan,Pesahangan
3301132012,Kelurahan,Cijati
3301132013,Kelurahan,Karangreja
3301132014,Kelurahan,Rejodadi
3301132015,Kelurahan,Mandala
330114,Kecamatan,Majenang
3301142001,Kelurahan,Pahonjean
3301142002,Kelurahan,Salebu
3301142003,Kelurahan,Cibeunying
3301142004,Kelurahan,Jenang
3301142005,Kelurahan,Sindangsari
3301142006,Kelurahan,Cilopadang
3301142007,Kelurahan,Bener
3301142008,Kelurahan,Boja
3301142009,Kelurahan,Ujungbarang
3301142010,Kelurahan,Pengadegan
3301142011,Kelurahan,Sepatnunggal
3301142012,Kelurahan,Sadabumi
3301142013,Kelurahan,Sadahayu
3301142014,Kelurahan,Mulyadadi
3301142015,Kelurahan,Padangjaya
3301142016,Kelurahan,Padangsari
3301142017,Kelurahan,Mulyasari
330115,Kecamatan,Wanareja
3301152001,Kelurahan,Tarisi
3301152002,Kelurahan,Bantar
3301152003,Kelurahan,Wanareja
3301152004,Kelurahan,Limbangan
3301152005,Kelurahan,Malabar
3301152006,Kelurahan,Majingklak
3301152007,Kelurahan,Madura
3301152008,Kelurahan,Tambaksari
3301152009,Kelurahan,Palugon
3301152010,Kelurahan,Cigintung
3301152011,Kelurahan,Jambu
3301152012,Kelurahan,Adimulya
3301152013,Kelurahan,Sidamulya
3301152014,Kelurahan,Cilongkrang
3301152015,Kelurahan,Purwasari
3301152016,Kelurahan,Madusari
330116,Kecamatan,Dayeuhluhur
3301162001,Kelurahan,Panulisan
3301162002,Kelurahan,Matenggeng
3301162003,Kelurahan,Ciwalen
3301162004,Kelurahan,Dayeuhluhur
3301162005,Kelurahan,Hanum
3301162006,Kelurahan,Datar
3301162007,Kelurahan,Bingkeng
3301162008,Kelurahan,Bolang
3301162009,Kelurahan,Kutaagung
3301162010,Kelurahan,Cijeruk
3301162011,Kelurahan,Cilumping
3301162012,Kelurahan,Sumpinghayu
3301162013,Kelurahan,Panulisan Barat
3301162014,Kelurahan,Panulisan Timur
330117,Kecamatan,Sampang
3301172001,Kelurahan,Karangtengah
3301172002,Kelurahan,Brani
3301172003,Kelurahan,Sampang
3301172004,Kelurahan,Sidasari
3301172005,Kelurahan,Paketingan
3301172006,Kelurahan,Ketanggung
3301172007,Kelurahan,Nusajati
3301172008,Kelurahan,Karangjati
3301172009,Kelurahan,Paberasan
3301172010,Kelurahan,Karangasem
330118,Kecamatan,Cipari
3301182001,Kelurahan,Caruy
3301182002,Kelurahan,Segaralangu
3301182003,Kelurahan,Pegadingan
3301182004,Kelurahan,Cisuru
3301182005,Kelurahan,Cipari
3301182006,Kelurahan,Serang
3301182007,Kelurahan,Mulyadadi
3301182008,Kelurahan,Mekarsari
3301182009,Kelurahan,Kutasari
3301182010,Kelurahan,Karangreja
3301182011,Kelurahan,Sidasari
330119,Kecamatan,Patimuan
3301192001,Kelurahan,Patimuan
3301192002,Kelurahan,Rawaapu
3301192003,Kelurahan,Sidamukti
3301192004,Kelurahan,Purwadadi
3301192005,Kelurahan,Cinyawang
3301192006,Kelurahan,Bulupayung
3301192007,Kelurahan,Cimrutu
330120,Kecamatan,Bantarsari
3301202001,Kelurahan,Binangun
3301202002,Kelurahan,Bantarsari
3301202003,Kelurahan,Cikedondong
3301202004,Kelurahan,Kedungwadas
3301202005,Kelurahan,Citembong
3301202006,Kelurahan,Kamulyan
3301202007,Kelurahan,Rawajaya
3301202008,Kelurahan,Bulaksari
330121,Kecamatan,Cilacap Selatan
3301211001,Kelurahan,Sidakaya
3301211002,Kelurahan,Cilacap
3301211003,Kelurahan,Tambakreja
3301211004,Kelurahan,Tegalkamulyan
3301211005,Kelurahan,Tegalreja
330122,Kecamatan,Cilacap Tengah
3301221001,Kelurahan,Lomanis
3301221002,Kelurahan,Gunungsimping
3301221003,Kelurahan,Sidanegara
3301221004,Kelurahan,Donan
3301221005,Kelurahan,Kutawaru
330123,Kecamatan,Cilacap Utara
3301231001,Kelurahan,Mertasinga
3301231002,Kelurahan,Gumilir
3301231003,Kelurahan,Karangtalun
3301231004,Kelurahan,Tritih Kulon
3301231005,Kelurahan,Kebonmanis
330124,Kecamatan,Kampung Laut
3301242001,Kelurahan,Ujunggagak
3301242002,Kelurahan,Ujungalang
3301242003,Kelurahan,Panikel
3301242004,Kelurahan,Klaces
3302,Kota Kabupaten,Kab. Banyumas
330201,Kecamatan,Lumbir
3302012001,Kelurahan,Cirahab
3302012002,Kelurahan,Canduk
3302012003,Kelurahan,Parungkamal
3302012004,Kelurahan,Besuki
3302012005,Kelurahan,Karanggayam
3302012006,Kelurahan,Cidora
3302012007,Kelurahan,Lumbir
3302012008,Kelurahan,Dermaji
3302012009,Kelurahan,Kedunggede
3302012010,Kelurahan,Cingebul
330202,Kecamatan,Wangon
3302022001,Kelurahan,Randegan
3302022002,Kelurahan,Rawaheng
3302022003,Kelurahan,Pengadegan
3302022004,Kelurahan,Klapagading
3302022005,Kelurahan,Wangon
3302022006,Kelurahan,Banteran
3302022007,Kelurahan,Jambu
3302022008,Kelurahan,Jurangbahas
3302022009,Kelurahan,Cikakak
3302022010,Kelurahan,Wlahar
3302022011,Kelurahan,Windunegara
3302022012,Kelurahan,Klapagading Kulon
330203,Kecamatan,Jatilawang
3302032001,Kelurahan,Gunung Wetan
3302032002,Kelurahan,Pekuncen
3302032003,Kelurahan,Karanglewas
3302032004,Kelurahan,Karanganyar
3302032005,Kelurahan,Margasana
3302032006,Kelurahan,Adisara
3302032007,Kelurahan,Kedungwringin
3302032008,Kelurahan,Bantar
3302032009,Kelurahan,Tinggarjaya
3302032010,Kelurahan,Tunjung
3302032011,Kelurahan,Gentawangi
330204,Kecamatan,Rawalo
3302042001,Kelurahan,Losari
3302042002,Kelurahan,Menganti
3302042003,Kelurahan,Banjarparakan
3302042004,Kelurahan,Rawalo
3302042005,Kelurahan,Tambaknegara
3302042006,Kelurahan,Sidamulih
3302042007,Kelurahan,Pesawahan
3302042008,Kelurahan,Tipar
3302042009,Kelurahan,Sanggreman
330205,Kecamatan,Kebasen
3302052001,Kelurahan,Adisana
3302052002,Kelurahan,Bangsa
3302052003,Kelurahan,Karangsari
3302052004,Kelurahan,Randegan
3302052005,Kelurahan,Kaliwedi
3302052006,Kelurahan,Sawangan
3302052007,Kelurahan,Kalisalak
3302052008,Kelurahan,Cindaga
3302052009,Kelurahan,Kebasen
3302052010,Kelurahan,Gambarsari
3302052011,Kelurahan,Tumiyang
3302052012,Kelurahan,Mandirancan
330206,Kecamatan,Kemranjen
3302062001,Kelurahan,Grujugan
3302062002,Kelurahan,Sirau
3302062003,Kelurahan,Sibalung
3302062004,Kelurahan,Sibrama
3302062005,Kelurahan,Kedungpring
3302062006,Kelurahan,Kecila
3302062007,Kelurahan,Nusamangir
3302062008,Kelurahan,Karangjati
3302062009,Kelurahan,Kebarongan
3302062010,Kelurahan,Sidamulya
3302062011,Kelurahan,Pageralang
3302062012,Kelurahan,Alasmalang
3302062013,Kelurahan,Petarangan
3302062014,Kelurahan,Karanggintung
3302062015,Kelurahan,Karangsalam
330207,Kecamatan,Sumpiuh
3302071012,Kelurahan,Kebokura
3302071013,Kelurahan,Sumpiuh
3302071014,Kelurahan,Kradenan
3302072001,Kelurahan,Nusadadi
3302072002,Kelurahan,Selandaka
3302072003,Kelurahan,Karanggedang
3302072004,Kelurahan,Kemiri
3302072005,Kelurahan,Pandak
3302072006,Kelurahan,Kuntili
3302072007,Kelurahan,Lebeng
3302072008,Kelurahan,Selanegara
3302072009,Kelurahan,Bogangin
3302072010,Kelurahan,Banjarpanepen
3302072011,Kelurahan,Ketanda
330208,Kecamatan,Tambak
3302082001,Kelurahan,Plangkapan
3302082002,Kelurahan,Gumelar Lor
3302082003,Kelurahan,Gumelar Kidul
3302082004,Kelurahan,Karangpetir
3302082005,Kelurahan,Gebangsari
3302082006,Kelurahan,Prembun
3302082007,Kelurahan,Buniayu
3302082008,Kelurahan,Pesantren
3302082009,Kelurahan,Karangpucung
3302082010,Kelurahan,Kamulyan
3302082011,Kelurahan,Purwodadi
3302082012,Kelurahan,Watuagung
330209,Kecamatan,Somagede
3302092001,Kelurahan,Tanggeran
3302092002,Kelurahan,Sokawera
3302092003,Kelurahan,Somagede
3302092004,Kelurahan,Klinting
3302092005,Kelurahan,Kemawi
3302092006,Kelurahan,Piasa Kulon
3302092007,Kelurahan,Kanding
3302092008,Kelurahan,Somakaton
3302092009,Kelurahan,Plana
330210,Kecamatan,Kalibagor
3302102001,Kelurahan,Srowot
3302102002,Kelurahan,Suro
3302102003,Kelurahan,Kaliori
3302102004,Kelurahan,Wlahar Wetan
3302102005,Kelurahan,Pekaja
3302102006,Kelurahan,Karangdadap
3302102007,Kelurahan,Kalibagor
3302102008,Kelurahan,Pajerukan
3302102009,Kelurahan,Petir
3302102010,Kelurahan,Kalicupak Kidul
3302102011,Kelurahan,Kalicupak Lor
3302102012,Kelurahan,Kalisogra Wetan
330211,Kecamatan,Banyumas
3302112001,Kelurahan,Binangun
3302112002,Kelurahan,Pasinggangan
3302112003,Kelurahan,Kedunggede
3302112004,Kelurahan,Karangrau
3302112005,Kelurahan,Kejawar
3302112006,Kelurahan,Danaraja
3302112007,Kelurahan,Kedunguter
3302112008,Kelurahan,Sudagaran
3302112009,Kelurahan,Pekunden
3302112010,Kelurahan,Kalisube
3302112011,Kelurahan,Dawuhan
3302112012,Kelurahan,Papringan
330212,Kecamatan,Patikraja
3302122001,Kelurahan,Wlahar Kulon
3302122002,Kelurahan,Sokawera
3302122003,Kelurahan,Pegalongan
3302122004,Kelurahan,Patikraja
3302122005,Kelurahan,Notog
3302122006,Kelurahan,Karangendep
3302122007,Kelurahan,Sawangan Wetan
3302122008,Kelurahan,Kedungwuluh Kidul
3302122009,Kelurahan,Kedungrandu
3302122010,Kelurahan,Kedungwuluh Lor
3302122011,Kelurahan,Karanganyar
3302122012,Kelurahan,Sidabowa
3302122013,Kelurahan,Kedungwringin
330213,Kecamatan,Purwojati
3302132001,Kelurahan,Gerduren
3302132002,Kelurahan,Karangtalun Kidul
3302132003,Kelurahan,Kaliurip
3302132004,Kelurahan,Karangtalun Lor
3302132005,Kelurahan,Purwojati
3302132006,Kelurahan,Klapasawit
3302132007,Kelurahan,Karangmangu
3302132008,Kelurahan,Kaliputih
3302132009,Kelurahan,Kaliwangi
3302132010,Kelurahan,Kalitapen
330214,Kecamatan,Ajibarang
3302142001,Kelurahan,Darmakradenan
3302142002,Kelurahan,Tipar Kidul
3302142003,Kelurahan,Sawangan
3302142004,Kelurahan,Jingkang
3302142005,Kelurahan,Banjarsari
3302142006,Kelurahan,Kalibenda
3302142007,Kelurahan,Pancurendang
3302142008,Kelurahan,Pancasan
3302142009,Kelurahan,Karangbawang
3302142010,Kelurahan,Kracak
3302142011,Kelurahan,Ajibarang Kulon
3302142012,Kelurahan,Ajibarang Wetan
3302142013,Kelurahan,Lesmana
3302142014,Kelurahan,Pandansari
3302142015,Kelurahan,Ciberung
330215,Kecamatan,Gumelar
3302152001,Kelurahan,Karangkemojing
3302152002,Kelurahan,Paningkaban
3302152003,Kelurahan,Cihonje
3302152004,Kelurahan,Gancang
3302152005,Kelurahan,Kedungurang
3302152006,Kelurahan,Gumelar
3302152007,Kelurahan,Cilangkap
3302152008,Kelurahan,Tlaga
3302152009,Kelurahan,Samudra
3302152010,Kelurahan,Samudra Kulon
330216,Kecamatan,Pekuncen
3302162001,Kelurahan,Cikembulan
3302162002,Kelurahan,Candinegara
3302162003,Kelurahan,Karangklesem
3302162004,Kelurahan,Cikawung
3302162005,Kelurahan,Cibangkong
3302162006,Kelurahan,Petahunan
3302162007,Kelurahan,Semedo
3302162008,Kelurahan,Banjaranyar
3302162009,Kelurahan,Pasiraman Lor
3302162010,Kelurahan,Pasiraman Kidul
3302162011,Kelurahan,Tumiyang
3302162012,Kelurahan,Glempang
3302162013,Kelurahan,Pekuncen
3302162014,Kelurahan,Karangkemiri
3302162015,Kelurahan,Kranggan
3302162016,Kelurahan,Krajan
330217,Kecamatan,Cilongok
3302172001,Kelurahan,Panusupan
3302172002,Kelurahan,Jatisaba
3302172003,Kelurahan,Kasegeran
3302172004,Kelurahan,Pejogol
3302172005,Kelurahan,Langgongsari
3302172006,Kelurahan,Pageraji
3302172007,Kelurahan,Sudimara
3302172008,Kelurahan,Batuanten
3302172009,Kelurahan,Cipete
3302172010,Kelurahan,Cilongok
3302172011,Kelurahan,Pernasidi
3302172012,Kelurahan,Cikidang
3302172013,Kelurahan,Karanglo
3302172014,Kelurahan,Kalisari
3302172015,Kelurahan,Karangtengah
3302172016,Kelurahan,Panembangan
3302172017,Kelurahan,Rancamaya
3302172018,Kelurahan,Sambirata
3302172019,Kelurahan,Gununglurah
3302172020,Kelurahan,Sokawera
330218,Kecamatan,Karanglewas
3302182001,Kelurahan,Kediri
3302182002,Kelurahan,Pangebatan
3302182003,Kelurahan,Tamansari
3302182004,Kelurahan,Karanglewas Kidul
3302182005,Kelurahan,Karangkemiri
3302182006,Kelurahan,Pasir Wetan
3302182007,Kelurahan,Pasir Lor
3302182008,Kelurahan,Pasir Kulon
3302182009,Kelurahan,Jipang
3302182010,Kelurahan,Karanggude
3302182011,Kelurahan,Singasari
3302182012,Kelurahan,Babakan
3302182013,Kelurahan,Sunyalangu
330219,Kecamatan,Sokaraja
3302192001,Kelurahan,Kalikidang
3302192002,Kelurahan,Wiradadi
