,Kategori Wilayah,Kode Wilayah,Nama Wilayah
52536,Kelurahan,1603242003,Lubuk Semantung
52537,Kelurahan,1603242004,Lubuk Getam
52538,Kelurahan,1603242005,Talang Balai
52539,Kelurahan,1603242006,Talang Beliung
52540,Kelurahan,1603242007,Sialingan
52541,Kelurahan,1603242008,Tanjung Tiga
52542,Kelurahan,1603242009,Ibul
52543,Kelurahan,1603242010,Gaung Asam
52544,Kelurahan,1603252001,Karang Agung
52545,Kelurahan,1603252002,Karang Sari
52546,Kelurahan,1603252003,Karang Mulya
52547,Kelurahan,1603252004,Sumber Mulya
52548,Kelurahan,1603252005,Sumber Asri
52549,Kelurahan,1603252006,Pagar Dewa
52550,Kelurahan,1603252007,Prabumenang
52551,Kelurahan,1603252008,Lecah
52552,Kelurahan,1603252009,Mekar Jaya
52553,Kelurahan,1603252010,Lubai Persada
52554,Kelurahan,1603252011,Lubai Makmur
52555,Kelurahan,1603262001,Muara Niru
52556,Kelurahan,1603262002,Kahuripan Baru
52557,Kelurahan,1603262003,Pangkalan Babat
52558,Kelurahan,1603262004,Gunung Raja
52559,Kelurahan,1603262005,Banuayu
52560,Kelurahan,1603262006,Kuripan
52561,Kelurahan,1603262007,Kuripan Selatan
52562,Kelurahan,1603262008,Batu Raja
52563,Kelurahan,1603262009,Dangku
52564,Kelurahan,1603262010,Siku
52565,Kelurahan,1603272001,Lebak Budi
52566,Kelurahan,1603272002,Lambur
52567,Kelurahan,1603272003,Pagar Jati
52568,Kelurahan,1603272004,Tanjung Baru
52569,Kelurahan,1603272005,Sukaraja
52570,Kelurahan,1603272006,Pandan Dulang
52571,Kelurahan,1603272007,Muara Meo
52572,Kelurahan,1603272008,Sugih Waras
52573,Kelurahan,1603272009,Inderamayu
52574,Kelurahan,1603272010,Bedegung
52575,Kelurahan,1603272011,Padang Bindu
52576,Kelurahan,1603272012,Lubuk Nipis
52577,Kelurahan,1604012001,Kembang Ayun
52578,Kelurahan,1604012002,Gunung Meraksa
52579,Kelurahan,1604012003,Tanjung Alam
52580,Kelurahan,1604012004,Batu Rancing
52581,Kelurahan,1604012005,Suban
52582,Kelurahan,1604012006,Genting
52583,Kelurahan,1604012007,Gunung Ayu
52584,Kelurahan,1604012008,Ujung Pulau
52585,Kelurahan,1604012009,Muara Cawang
52586,Kelurahan,1604012010,Kepala Siring
52587,Kelurahan,1604012011,Simpang III Pumu
52588,Kelurahan,1604012012,Gunung Raya
52589,Kelurahan,1604012013,Talang Tinggi
52590,Kelurahan,1604012014,Karang Agung
52591,Kelurahan,1604062008,Sadan
52592,Kelurahan,1604062009,Penantian
52593,Kelurahan,1604062010,Bandar Aji
52594,Kelurahan,1604062011,Tertap
52595,Kelurahan,1604062012,Serambi
52596,Kelurahan,1604062013,Muara Tawi
52597,Kelurahan,1604062014,Kedaton
52598,Kelurahan,1604062015,Pelajaran
52599,Kelurahan,1604062016,Nanti Giri
52600,Kelurahan,1604062017,Pama Salak
52601,Kelurahan,1604062018,Jemaring
52602,Kelurahan,1604062019,Aromantai
52603,Kelurahan,1604062020,Jarai
52604,Kelurahan,1604062021,Tanjung Menang
52605,Kelurahan,1604062022,Mangun Sari
52606,Kelurahan,1604062023,Pagar Dewa
52607,Kelurahan,1604062024,Sukananti
52608,Kelurahan,1604062025,Lubuk Saung
52609,Kelurahan,1604062026,Karang Tanding
52610,Kelurahan,1604062027,Gunung Raya
52611,Kelurahan,1604062028,Gunung Megang
52612,Kelurahan,1604072001,Bangke
52613,Kelurahan,1604072002,Tebat Langsat
52614,Kelurahan,1604072003,Singapure
52615,Kelurahan,1604072004,Gunung Liwat
52616,Kelurahan,1604072005,Kebun Jati
52617,Kelurahan,1604072006,Bintuhan
52618,Kelurahan,1604072007,Mutar Alam Baru
52619,Kelurahan,1604072008,Pandan Arang Ulu
52620,Kelurahan,1604072009,Mutar Alam Lama
52621,Kelurahan,1604072010,Tanjung Raman
52622,Kelurahan,1604072011,Tunggul Bute
52623,Kelurahan,1604072012,Karang Endah
52624,Kelurahan,1604072013,Karang Agung
52625,Kelurahan,1604072014,Suka Raja
52626,Kelurahan,1604072015,Gedung Agung
52627,Kelurahan,1604072016,Kota Agung
52628,Kelurahan,1604072017,Lawang Agung
52629,Kelurahan,1604072018,Sukarami
52630,Kelurahan,1604072019,Tanjung Beringin
52631,Kelurahan,1604072020,Pagaruyung
52632,Kelurahan,1604072031,Muara Gula
52633,Kelurahan,1604072032,Tanjung Bulan
52634,Kelurahan,1604082008,Tanjung Mulak
52635,Kelurahan,1604082009,Pulau Pinang
52636,Kelurahan,1604082010,Tanjung Sirih
52637,Kelurahan,1604082011,Lubuk Sepang
52638,Kelurahan,1604082012,Karang Dalam
52639,Kelurahan,1604082013,Kuba
52640,Kelurahan,1604082014,Jati
52641,Kelurahan,1604082016,Pagar Batu
52642,Kelurahan,1604082017,Muara Siban
52643,Kelurahan,1604082018,Perigi
52644,Kelurahan,1604092010,Suka Cinta
52645,Kelurahan,1604092011,Gunung Agung
52646,Kelurahan,1604092012,Tanjung Pinang
52647,Kelurahan,1604092013,Suka Marga
52648,Kelurahan,1604092014,Payo
52649,Kelurahan,1604092015,Karang Endah
52650,Kelurahan,1604092016,Tanjung Telang
52651,Kelurahan,1604092017,Lubuk Kepayang
52652,Kelurahan,1604092018,Muara Temiang
52653,Kelurahan,1604092019,Ulak Pandan
52654,Kelurahan,1604092020,Negeri Agung
52655,Kelurahan,1604092021,Lebak Budi
52656,Kelurahan,1604092022,Tanjung Baru
52657,Kelurahan,1604092023,Kebur
52658,Kelurahan,1604092024,Telatang
52659,Kelurahan,1604092025,Muara Maung
52660,Kelurahan,1604092026,Merapi
52661,Kelurahan,1604092040,Purwosari
52662,Kelurahan,1604092041,Karang Rejo
52663,Kelurahan,1604101031,Lahat Tengah
52664,Kelurahan,1604101032,Gunung Gajah
52665,Kelurahan,1604101033,Pagar Agung
52666,Kelurahan,1604101037,Talang Jawa
52667,Kelurahan,1604101038,Pasar Baru
52668,Kelurahan,1604101040,Kota Baru
52669,Kelurahan,1604101041,Pasar Lama
52670,Kelurahan,1604101042,Pasar Bawah
52671,Kelurahan,1604101043,RD. PJKA
52672,Kelurahan,1604101046,Bandar Agung
52673,Kelurahan,1604101051,Kota Negara
52674,Kelurahan,1604101052,Kota Jaya
52675,Kelurahan,1604101054,RD. PJKA Bandar Agung
52676,Kelurahan,1604101058,Sari Bunga Mas
52677,Kelurahan,1604101059,Bandar Jaya
52678,Kelurahan,1604101060,Talang Jawa Selatan
52679,Kelurahan,1604101061,Talang Jawa Utara
52680,Kelurahan,1604102012,Padang Lengkuas
52681,Kelurahan,1604102027,Selawi
52682,Kelurahan,1604102030,Sukanegara
52683,Kelurahan,1604102034,Kota Raya
52684,Kelurahan,1604102035,Keban
52685,Kelurahan,1604102036,Pagar Sari
52686,Kelurahan,1604102039,Pagar Negara
52687,Kelurahan,1604102049,Senabing
52688,Kelurahan,1604102050,Manggul
52689,Kelurahan,1604102053,Ulak Lebar
52690,Kelurahan,1604102055,Giri Mulya
52691,Kelurahan,1604102056,Makarti Tama
52692,Kelurahan,1604102057,Ulak Mas
52693,Kelurahan,1604122001,Talang Baru
52694,Kelurahan,1604122002,Talang Pagar Agung
52695,Kelurahan,1604122003,Bantunan
52696,Kelurahan,1604122004,Suka Bumi
52697,Kelurahan,1604122005,Pulau Panggung
52698,Kelurahan,1604122006,Pajar Bulan
52699,Kelurahan,1604122007,Kota Raya Lembak
52700,Kelurahan,1604122008,Sumur
52701,Kelurahan,1604122009,Gelung Sakti
52702,Kelurahan,1604122010,Pulau
52703,Kelurahan,1604122011,Ulak Bandung
52704,Kelurahan,1604122012,Talang Padang Tinggi
52705,Kelurahan,1604122019,Aceh
52706,Kelurahan,1604122020,Pajar Tinggi
52707,Kelurahan,1604122025,Kota Raya Darat
52708,Kelurahan,1604122026,Jenti'an
52709,Kelurahan,1604122027,Tongkok
52710,Kelurahan,1604122028,Benua Raja
52711,Kelurahan,1604122029,Talang Mengkenang
52712,Kelurahan,1604122030,Talang Tangsi
52713,Kelurahan,1604152007,Pajar Bulan
52714,Kelurahan,1604152008,Sukananti
52715,Kelurahan,1604152009,Karang Lebak
52716,Kelurahan,1604152011,Babatan
52717,Kelurahan,1604152014,Muara Tiga
52718,Kelurahan,1604152015,Sengkuang
52719,Kelurahan,1604152016,Penindayan
52720,Kelurahan,1604152017,Datar Balam
52721,Kelurahan,1604152018,Tebing Tinggi
52722,Kelurahan,1604152019,Geramat
52723,Kelurahan,1604152020,Pengentaan
52724,Kelurahan,1604152021,Lesung Batu
52725,Kelurahan,1604152022,Air Puar
52726,Kelurahan,1604152024,Mengkenang
52727,Kelurahan,1604152029,Lawang Agung Mulak
52728,Kelurahan,1604152030,Padang Masat
52729,Kelurahan,1604162001,Pandan Arang
52730,Kelurahan,1604162002,Tanjung Kurung
52731,Kelurahan,1604162003,Nanjungan
52732,Kelurahan,1604162004,Pagardin
52733,Kelurahan,1604162005,Pulau Beringin
52734,Kelurahan,1604162006,Beriningin Jaya
52735,Kelurahan,1604162007,Banu Ayu
52736,Kelurahan,1604162008,Tanjung Alam
52737,Kelurahan,1604162009,Sirah Pulau
52738,Kelurahan,1604162010,Tanjung Beringin
52739,Kelurahan,1604162011,Pagar Jati
52740,Kelurahan,1604162012,Karang Cahaya
52741,Kelurahan,1604162013,Jaga Baya
52742,Kelurahan,1604162014,Keban Agung
52743,Kelurahan,1604162015,Padang Bindu
52744,Kelurahan,1604162016,Beringin Janggut
52745,Kelurahan,1604162017,Keban Raya
52746,Kelurahan,1604162018,Lubuk Tungkang
52747,Kelurahan,1604172001,Bunga Mas
52748,Kelurahan,1604172002,Gunung Kembang
52749,Kelurahan,1604172003,Tanjung Bindu
52750,Kelurahan,1604172004,Lubuk Tapang
52751,Kelurahan,1604172005,Lubuk Nambulan
52752,Kelurahan,1604172006,Gelumbang
52753,Kelurahan,1604172007,Gunung Aji
52754,Kelurahan,1604172008,Gunung Karto
52755,Kelurahan,1604172009,Karang Endah
52756,Kelurahan,1604172010,Padu Raksa
52757,Kelurahan,1604172011,Seronggo
52758,Kelurahan,1604172012,Datar Serdang
52759,Kelurahan,1604172013,Batu Urip
52760,Kelurahan,1604172014,Cecar
52761,Kelurahan,1604172015,Patikal Lama
52762,Kelurahan,1604172016,Muara Empayang
52763,Kelurahan,1604172017,Lubuk Kute
52764,Kelurahan,1604172018,Patikal Baru
52765,Kelurahan,1604172019,Gedung Agung
52766,Kelurahan,1604172020,Babat Lama
52767,Kelurahan,1604172021,Tanda Raja
52768,Kelurahan,1604172022,Muara Danau
52769,Kelurahan,1604172023,Sendawar
52770,Kelurahan,1604172024,Lubuk Layang Ilir
52771,Kelurahan,1604172025,Binjai
52772,Kelurahan,1604172026,Lubuk Layang Ulu
52773,Kelurahan,1604172027,Cempaka Sakti
52774,Kelurahan,1604172028,Suka Harjo
52775,Kelurahan,1604172029,Marga Mulya
52776,Kelurahan,1604172030,Kencana Sari
52777,Kelurahan,1604172031,Linggar Jaya
52778,Kelurahan,1604172032,Purwaraja
52779,Kelurahan,1604182001,Sungai Laru
52780,Kelurahan,1604182002,Muara Lingsing
52781,Kelurahan,1604182003,Tanjung Baru
52782,Kelurahan,1604182004,Kepala Siring
52783,Kelurahan,1604182005,Maspura
52784,Kelurahan,1604182006,Suka Raja
52785,Kelurahan,1604182007,Tanjung Aur
52786,Kelurahan,1604182008,Purbamas
52787,Kelurahan,1604182009,Banyu Mas
52788,Kelurahan,1604192001,Saung Naga
52789,Kelurahan,1604192002,Penantian
52790,Kelurahan,1604192003,Suka Merindu
52791,Kelurahan,1604192004,Jajaran Baru
52792,Kelurahan,1604192005,Wonorejo
52793,Kelurahan,1604192006,Babatan Baru
52794,Kelurahan,1604192007,Jajaran Lama
52795,Kelurahan,1604192008,Lubuk Seketi
52796,Kelurahan,1604192009,Sukarami
52797,Kelurahan,1604192010,Singapura
52798,Kelurahan,1604192011,Ulak Bandung
52799,Kelurahan,1604192012,Bandar Jaya
52800,Kelurahan,1604192013,Purnama Sari
52801,Kelurahan,1604192014,Wanaraya
52802,Kelurahan,1604192015,Purworejo
52803,Kelurahan,1604192016,Suka Bakti
52804,Kelurahan,1604192017,Mekar Jaya
52805,Kelurahan,1604192018,Darma Raharja
52806,Kelurahan,1604192019,Sido Makmur
52807,Kelurahan,1604202001,Sukajadi
52808,Kelurahan,1604202002,Tanjung Agung
52809,Kelurahan,1604202003,Penandingan
52810,Kelurahan,1604202004,Talang Tinggi
52811,Kelurahan,1604202005,Batu Niding
52812,Kelurahan,1604202006,Tanjung Raya
52813,Kelurahan,1604202007,Lubuk Mabar
52814,Kelurahan,1604202008,Pagar Agung
52815,Kelurahan,1604202009,Lubuk Tuba
52816,Kelurahan,1604202010,Lubuk Atung
52817,Kelurahan,1604202011,Muara Cawang
52818,Kelurahan,1604212001,Sugi Waras
52819,Kelurahan,1604212002,Tanjung Periuk
52820,Kelurahan,1604212003,Tanjung Karangan
52821,Kelurahan,1604212004,Muara Tandi
52822,Kelurahan,1604212005,Darmo
52823,Kelurahan,1604212006,Indikat Ilir
52824,Kelurahan,1604212007,Tanjung Baru
52825,Kelurahan,1604212008,Mandi Angin
52826,Kelurahan,1604212009,Ngalam Baru
52827,Kelurahan,1604212010,Sukarami
52828,Kelurahan,1604212011,Tanjung Dalam
52829,Kelurahan,1604212012,Tanah Pilih
52830,Kelurahan,1604212013,Tanjung Beringin
52831,Kelurahan,1604212014,Batay
52832,Kelurahan,1604212015,Suka Makmur
52833,Kelurahan,1604222001,Kedaton
52834,Kelurahan,1604222002,Tanjung Agung
52835,Kelurahan,1604222003,Karang Agung
52836,Kelurahan,1604222004,Bandung Agung
52837,Kelurahan,1604222005,Lesung Batu
52838,Kelurahan,1604222006,Air Lingkar
52839,Kelurahan,1604222007,Batu Rusa
52840,Kelurahan,1604222008,Kupang
52841,Kelurahan,1604222009,Sawah Darat
52842,Kelurahan,1604222010,Danau
52843,Kelurahan,1604222011,Siring Agung
52844,Kelurahan,1604222012,Pagar Alam
52845,Kelurahan,1604222013,Rimba Sujud
52846,Kelurahan,1604222014,Germidar Ilir
52847,Kelurahan,1604222015,Pagar Gunung
52848,Kelurahan,1604222016,Germidar Ulu
52849,Kelurahan,1604222017,Padang Pagun
52850,Kelurahan,1604222018,Muara Dua
52851,Kelurahan,1604222019,Penantian
52852,Kelurahan,1604222020,Merindu
52853,Kelurahan,1604231014,Lebuay Bandung
52854,Kelurahan,1604232001,Sirah Pulau
52855,Kelurahan,1604232002,Gunung Kembang
52856,Kelurahan,1604232003,Prabu Menang
52857,Kelurahan,1604232004,Banjar Sari
52858,Kelurahan,1604232005,Arahan
52859,Kelurahan,1604232006,Nanjungan
52860,Kelurahan,1604232007,Sengkuang
52861,Kelurahan,1604232008,Tanjung Lontar
52862,Kelurahan,1604232009,Gedung Agung
52863,Kelurahan,1604232010,Muara Lawai
52864,Kelurahan,1604232011,Tanjung Jambu
52865,Kelurahan,1604232012,Cempaka Wangi
52866,Kelurahan,1604232013,Lematang Jaya
52867,Kelurahan,1604242001,Pulau Panas
52868,Kelurahan,1604242002,Sindang Panjang
52869,Kelurahan,1604242003,Gunung Kembang
52870,Kelurahan,1604242004,Pagar Agung
52871,Kelurahan,1604242005,Benteng
52872,Kelurahan,1604242006,Ulak Lebar
52873,Kelurahan,1604242007,Gunung Agung
52874,Kelurahan,1604242008,Masam Bulau
52875,Kelurahan,1604242009,Pajar Bulan
52876,Kelurahan,1604242010,Tanjung Bulan
52877,Kelurahan,1604242011,Penandingan
52878,Kelurahan,1604242012,Tanjung Sakti
52879,Kelurahan,1604242013,Negeri Kaya
52880,Kelurahan,1604242014,Pulau Panggung
52881,Kelurahan,1604242015,Gunung Kerto
52882,Kelurahan,1604242016,Lubuk Tabun
52883,Kelurahan,1604242017,Pagar Jati
52884,Kelurahan,1604242018,Lubuk Dalam
52885,Kelurahan,1604252001,Tinggi Hari
52886,Kelurahan,1604252002,Tanjung Raja
52887,Kelurahan,1604252003,Sinjar Bulan
52888,Kelurahan,1604252004,Padang Gumay
52889,Kelurahan,1604252005,Tanjung Aur
52890,Kelurahan,1604252006,Simpur
52891,Kelurahan,1604252007,Lubuk Selo
52892,Kelurahan,1604252008,Rindu Hati
52893,Kelurahan,1604252009,Sumber Karya
52894,Kelurahan,1604252010,Trans SP II Padang Muara Dua
52895,Kelurahan,1604262001,Padang
52896,Kelurahan,1604262002,Tanjung Menang
52897,Kelurahan,1604262003,Lubuk Pedaro
52898,Kelurahan,1604262004,Suka Merindu
52899,Kelurahan,1604262005,Tanjung Beringin
52900,Kelurahan,1604262006,Talang Akar
52901,Kelurahan,1604262007,Lubuk Betung
52902,Kelurahan,1604262008,Perangai
52903,Kelurahan,1604262009,Geramat
52904,Kelurahan,1604272001,Pandan Arang Ilir
52905,Kelurahan,1604272002,Tanjung Kurung Ulu
52906,Kelurahan,1604272003,Tanjung Kurung Ilir
52907,Kelurahan,1604272004,Tanjung Baru
52908,Kelurahan,1604272005,Tanjung Nibung
52909,Kelurahan,1604272006,TanjungTebat
52910,Kelurahan,1604272007,Tanjung Bai
52911,Kelurahan,1604272008,Tanjung Menang
52912,Kelurahan,1604272009,Tanjung Raya
52913,Kelurahan,1604272010,Air Dingin Lama
52914,Kelurahan,1604272011,Air Dingin Baru
52915,Kelurahan,1604272012,Muara Danau
52916,Kelurahan,1604272013,Talang Jawa
52917,Kelurahan,1604272014,Padang Perigi
52918,Kelurahan,1604282001,Muara Payang
52919,Kelurahan,1604282002,Muara Gelumpai
52920,Kelurahan,1604282003,Talang Tinggi
52921,Kelurahan,1604282004,Lawang Agung Lama
52922,Kelurahan,1604282005,Lawang Agung Baru
52923,Kelurahan,1604282006,Muara Jauh
52924,Kelurahan,1604282007,Bandu Agung
52925,Kelurahan,1604292001,Sukamerindu
52926,Kelurahan,1604292002,Guru Agung
52927,Kelurahan,1604292003,Karang Caya
52928,Kelurahan,1604292004,Gunung liwat
52929,Kelurahan,1604292005,Kapitan
52930,Kelurahan,1604292006,Rambai Kaca
52931,Kelurahan,1604292007,Pagar Kaya
52932,Kelurahan,1604292008,Tanjung Raya
52933,Kelurahan,1604292009,Sukaraja
52934,Kelurahan,1604292010,Tanjung Agung
52935,Kelurahan,1604302001,Jadian Baru
52936,Kelurahan,1604302002,Jadian Lama
52937,Kelurahan,1604302003,Talang Berangin
52938,Kelurahan,1604302004,Padang Bindu
52939,Kelurahan,1604302005,Keban Agung
52940,Kelurahan,1604302006,Danau Belidang
52941,Kelurahan,1604302007,Talang Padang
52942,Kelurahan,1604302008,Lubuk Dendan
52943,Kelurahan,1604302009,Penandingan
52944,Kelurahan,1604302010,Durian Dangkal
52945,Kelurahan,1604312001,Banjar Negara
52946,Kelurahan,1604312002,Tanjung Payang
52947,Kelurahan,1604312003,Tanjung Tebat
52948,Kelurahan,1604312004,Nantal
52949,Kelurahan,1604312005,Karang Anyar
52950,Kelurahan,1604312006,Karang Baru
52951,Kelurahan,1604312007,Kerung
52952,Kelurahan,1604312008,Muara Cawang
52953,Kelurahan,1604312009,Talang Sawah
52954,Kelurahan,1604312010,Talang Sejemput
52955,Kelurahan,1605011001,B. Srikaton
52956,Kelurahan,1605012002,Surodadi
52957,Kelurahan,1605012003,Tegal Rejo
52958,Kelurahan,1605012004,Trikoyo
52959,Kelurahan,1605012005,Kalibening
52960,Kelurahan,1605012006,Widodo
52961,Kelurahan,1605012007,Wonokerto
52962,Kelurahan,1605012008,Nawangsasi
52963,Kelurahan,1605012009,Sukomulyo
52964,Kelurahan,1605012010,Wukirsari
52965,Kelurahan,1605012011,Ngadirejo
52966,Kelurahan,1605012012,Dwijaya
52967,Kelurahan,1605012013,Siti Harjo
52968,Kelurahan,1605012014,Mataram
52969,Kelurahan,1605012015,Tambahasri
52970,Kelurahan,1605012016,Wonorejo
52971,Kelurahan,1605012017,Sidoharjo
52972,Kelurahan,1605012018,Triwikaton
52973,Kelurahan,1605021019,Muara Lakitan
52974,Kelurahan,1605022001,Tri Anggun Jaya
52975,Kelurahan,1605022002,Semangus
52976,Kelurahan,1605022003,Anyar
52977,Kelurahan,1605022004,Muara Rengas
52978,Kelurahan,1605022005,Sungai Pinang
52979,Kelurahan,1605022006,Semeteh
52980,Kelurahan,1605022007,Prabumulih II
52981,Kelurahan,1605022008,Prabumulih I
52982,Kelurahan,1605022009,Lubuk Pandan
52983,Kelurahan,1605022010,Pelita Jaya
52984,Kelurahan,1605022011,Sidomulyo
52985,Kelurahan,1605022012,Marga Baru
52986,Kelurahan,1605022013,Pendingan
52987,Kelurahan,1605022014,Bumi Makmur
52988,Kelurahan,1605022015,Mukti Karya
52989,Kelurahan,1605022016,Harapan Makmur
52990,Kelurahan,1605022017,Pian Raya
52991,Kelurahan,1605022018,Sindang Laya
52992,Kelurahan,1605022020,Semanggus Baru
52993,Kelurahan,1605031013,Muara Kelingi
52994,Kelurahan,1605032001,Binjai
52995,Kelurahan,1605032002,Pulau Panggung
52996,Kelurahan,1605032003,Tanjung Lama
52997,Kelurahan,1605032012,Mandi Aur
52998,Kelurahan,1605032014,Lubuk Tua
52999,Kelurahan,1605032015,Mambang
53000,Kelurahan,1605032016,Bingin Janggut
53001,Kelurahan,1605032017,Tugu Sempurna
53002,Kelurahan,1605032019,Marga Sakti
53003,Kelurahan,1605032021,Karya Sakti
53004,Kelurahan,1605032022,Petrans Jaya
53005,Kelurahan,1605032023,Karya Mukti
53006,Kelurahan,1605032024,Beliti Jaya
53007,Kelurahan,1605032026,Karya Teladan
53008,Kelurahan,1605032027,Temuan Sari
53009,Kelurahan,1605032028,Temuan Jaya
53010,Kelurahan,1605032029,Mekar Sari
53011,Kelurahan,1605032030,Mangan Jaya
53012,Kelurahan,1605032031,Lubuk Muda
53013,Kelurahan,1605032032,Sukamenang
53014,Kelurahan,1605081006,Marga Tunggal
53015,Kelurahan,1605082001,Giri Yoso
53016,Kelurahan,1605082002,Kertosono
53017,Kelurahan,1605082003,Margoyoso
53018,Kelurahan,1605082004,Bumi Rejo
53019,Kelurahan,1605082005,Sidodadi
53020,Kelurahan,1605082007,Marga Tani
53021,Kelurahan,1605082008,Sukowono
53022,Kelurahan,1605082010,Purwodadi
53023,Kelurahan,1605082012,Dono Rejo
53024,Kelurahan,1605082015,Ngesti Boga I
53025,Kelurahan,1605082016,Ngesti Boga II
53026,Kelurahan,1605082020,Ngestikarya
53027,Kelurahan,1605091003,Pasar Muara Beliti
53028,Kelurahan,1605092001,Pedang
53029,Kelurahan,1605092002,Muara Beliti Baru
53030,Kelurahan,1605092004,Mana Resmi
53031,Kelurahan,1605092005,Bumi Agung
53032,Kelurahan,1605092014,Suro
53033,Kelurahan,1605092015,Tanah Periuk
53034,Kelurahan,1605092016,Ketuan Jaya
53035,Kelurahan,1605092017,Air Satan
53036,Kelurahan,1605092018,Durian Remuk
53037,Kelurahan,1605092019,Satan Indah Jaya
53038,Kelurahan,1605092020,Air Lesing
53039,Kelurahan,1605101017,Terawas
53040,Kelurahan,1605102001,Sumber Karya
53041,Kelurahan,1605102002,Suko Rejo
53042,Kelurahan,1605102003,Suka Karya
53043,Kelurahan,1605102011,Sri Mulyo
53044,Kelurahan,1605102014,Sukamerindu
53045,Kelurahan,1605102015,Paduraksa
53046,Kelurahan,1605102016,Babat
53047,Kelurahan,1605102018,Pasenan
53048,Kelurahan,1605102019,Sukaraya
53049,Kelurahan,1605102020,Sukamana
53050,Kelurahan,1605102021,Kosgoro
53051,Kelurahan,1605102022,Sukaraya Baru
53052,Kelurahan,1605111001,Selangit
53053,Kelurahan,1605112002,Lubuk Ngin
53054,Kelurahan,1605112003,Napal Melintang
53055,Kelurahan,1605112004,Taba Tengah
53056,Kelurahan,1605112005,Taba Remanik
53057,Kelurahan,1605112006,Batu Gane
53058,Kelurahan,1605112007,Karang Panggung
53059,Kelurahan,1605112008,Muara Nilau
53060,Kelurahan,1605112009,Perabumenang
53061,Kelurahan,1605112010,Taba Rena
53062,Kelurahan,1605112011,Taba Gindo
53063,Kelurahan,1605112012,Lubuk Ngin Baru
53064,Kelurahan,1605121001,Megang Sakti I
53065,Kelurahan,1605121021,Talang Ubi
53066,Kelurahan,1605122002,Muara Megang
53067,Kelurahan,1605122003,Megang Sakti II
53068,Kelurahan,1605122004,Megang Sakti III
53069,Kelurahan,1605122005,Megang Sakti IV
53070,Kelurahan,1605122006,Jajaran Baru
53071,Kelurahan,1605122007,Sumber Rejo
53072,Kelurahan,1605122008,Rejo Sari
53073,Kelurahan,1605122009,Mekar Sari
53074,Kelurahan,1605122010,Campur Sari
53075,Kelurahan,1605122011,Tegal Sari
53076,Kelurahan,1605122012,Marga Puspita
53077,Kelurahan,1605122013,Megang Sakti V
53078,Kelurahan,1605122014,Pagar Ayu
53079,Kelurahan,1605122015,Karya Mulia
53080,Kelurahan,1605122016,Wonosari
53081,Kelurahan,1605122017,Trisakti
53082,Kelurahan,1605122018,Jajaran Baru II
53083,Kelurahan,1605122019,Muara Megang I
53084,Kelurahan,1605122020,Mulyo Sari
53085,Kelurahan,1605131005,Purwodadi
53086,Kelurahan,1605131007,Mangun Harjo
53087,Kelurahan,1605132001,Bangun Sari
53088,Kelurahan,1605132002,Kerto Sari
53089,Kelurahan,1605132003,Pagar Sari
53090,Kelurahan,1605132004,Mardi Harjo
53091,Kelurahan,1605132006,Karya Dadi
53092,Kelurahan,1605132008,Rejo Sari
53093,Kelurahan,1605132009,Sadar Karya
53094,Kelurahan,1605132010,Purwakarya
53095,Kelurahan,1605132011,Tri Karya
53096,Kelurahan,1605141017,Bangun Jaya
53097,Kelurahan,1605142001,Kembang Tanjung
53098,Kelurahan,1605142002,Gn. Kembang Baru
53099,Kelurahan,1605142003,Gn. Kembang Lama
53100,Kelurahan,1605142004,Sungai Bunut
53101,Kelurahan,1605142005,Sungai Naik
53102,Kelurahan,1605142006,Pangkalan T. Lama
53103,Kelurahan,1605142007,Sadu
53104,Kelurahan,1605142008,Tambangan
53105,Kelurahan,1605142009,Pelawe
53106,Kelurahan,1605142010,Lubuk Pauh
53107,Kelurahan,1605142011,Tri Jaya
53108,Kelurahan,1605142012,Mulyo Harjo
53109,Kelurahan,1605142013,Suka Makmur
53110,Kelurahan,1605142014,Raksa Budi
53111,Kelurahan,1605142015,Kota Baru
53112,Kelurahan,1605142016,Trimukti
53113,Kelurahan,1605142018,Mekar Jaya
53114,Kelurahan,1605142019,Sembatu Jaya
53115,Kelurahan,1605182001,Lubuk Besar
53116,Kelurahan,1605182002,Batu Bandung
53117,Kelurahan,1605182003,Rantau Bingin
53118,Kelurahan,1605182004,Rantau Serik
53119,Kelurahan,1605182005,Muara Kati Lama
53120,Kelurahan,1605182006,Muara Kati Baru I
53121,Kelurahan,1605182007,Muara Kati Baru II
53122,Kelurahan,1605182008,Kebur
53123,Kelurahan,1605182009,Simpang Gegas Temuan
53124,Kelurahan,1605182010,Kebur Jaya
53125,Kelurahan,1605191002,Sumber Harta
53126,Kelurahan,1605192001,Sumber Jaya
53127,Kelurahan,1605192003,Sukamaju
53128,Kelurahan,1605192004,Jamburejo
53129,Kelurahan,1605192005,Sumber Sari
53130,Kelurahan,1605192006,Suka Mulya
53131,Kelurahan,1605192007,Sukajaya
53132,Kelurahan,1605192008,Madang
53133,Kelurahan,1605192009,Sukarami Jaya
53134,Kelurahan,1605192010,Sumber Asri
53135,Kelurahan,1605202001,Banpres
53136,Kelurahan,1605202002,Jaya Tunggal
53137,Kelurahan,1605202003,Sukamulya
53138,Kelurahan,1605202004,Darma Sakti
53139,Kelurahan,1605202005,Jaya Bhakti
53140,Kelurahan,1605202006,Remayu
53141,Kelurahan,1605202007,Petunang
53142,Kelurahan,1605202008,Lubuk Rumbai
