code,display
2169001,Thoracic radiculitis
2170000,Gallop rhythm
2176006,Halogen acne
2177002,PHN - Post-herpetic neuralgia
2186007,Compensated metabolic alkalosis
2198002,Visceral epilepsy
2202000,Open posterior dislocation of distal end of femur
2204004,Acquired deformity of pinna
2213002,Congenital anomaly of vena cava
2216005,Nocturnal emission
2217001,Superficial injury of perineum without infection
2219003,"Disability evaluation, disability 100%"
2224000,Selenium poisoning
2228002,Scintillating scotoma
2229005,Chimera
2231001,Nerve plexus disorder
2237002,Painful breathing -pleurodynia
2239004,Previous pregnancies 6
2241003,X-linked absence of thyroxine-binding globulin
2243000,Hypercalcemia due to hyperthyroidism
2245007,Foreign body in nasopharynx
2251002,Primary hypotony of eye
2256007,Monovular twins
2261009,Obstetrical pulmonary fat embolism
2268003,Victim of homosexual aggression
2284002,Pulsating exophthalmos
2295008,Closed fracture of upper end of forearm
2296009,Iron dextran toxicity
2298005,Focal facial dermal dysplasia
2301009,"Psychosomatic factor in physical condition, psychological component of unknown degree"
2303007,Inguinal hernia with gangrene
2304001,Intervertebral discitis
2307008,Peripancreatic fat necrosis
2308003,Silent alleles
2312009,"Reactive attachment disorder of infancy OR early childhood, inhibited type"
2314005,Unprotected intercourse
2326000,Marriage annulment
2339001,Sexual overexposure
2341000,Infection caused by Moniliformis
2351004,Genetic transduction
2355008,Rud syndrome
2359002,Hyper-beta-alaninemia
2365002,Simple chronic pharyngitis
2366001,Late effect of dislocation
2367005,Acute hemorrhagic gastritis
2374000,Monofascicular block
2385003,Cellulitis of pectoral region
2388001,Normal variation in translucency
2390000,Acute gonococcal vulvovaginitis
2391001,Achondrogenesis
2396006,Malignant pyoderma
2398007,Quinidine toxicity by electrocardiogram
2403008,Dependence syndrome
2415007,Lumbosacral root lesion
2418009,Polyester fume causing toxic effect
2419001,Open wound of forehead with complication
2420007,Third degree burn of multiple sites of upper limb
2432006,Cerebrospinal fluid circulation disorder
2435008,Ascaridiasis
2437000,Placenta circumvallata
2438005,Iniencephaly
2439002,Purulent endocarditis
2443003,Hydrogen sulfide poisoning
2452007,Fetal rotation
2463005,Acquired heterochromia of iris
2469009,Onychomalacia
2470005,Brain damage
2471009,Intra-abdominal abscess postprocedure
2472002,Passes no urine
2473007,Intermittent vertical squint
2477008,Superficial phlebitis
2492009,Disorder of nutrition
2495006,Congenital cerebral arteriovenous aneurysm
2496007,Acalculia
2506003,Early onset dysthymia
2513003,Tinea capitis caused by Trichophyton
2518007,Cryptogenic sexual precocity
2521009,Bone conduction better than air
2523007,Salmonella pneumonia
2526004,Noninflammatory disorder of the female genital organs
2528003,Viremia
2532009,Choroidal rupture
2534005,Congenital absence of vena cava
2538008,Ketosis
2541004,Compulsive buying
2554006,Acute purulent pericarditis
2556008,Disease of supporting structures of teeth
2560006,Complex syndactyly of fingers
2562003,Athanasia trifurcata poisoning
2576002,Trachoma
2581006,Clasp knife rigidity
2582004,Deep third degree burn of multiple sites of lower limb
2583009,Filigreed network of venous valves
2584003,Cerebral degeneration in childhood
2585002,Pneumococcal pleurisy
2589008,Acute dacryoadenitis
2591000,Crush injury of shoulder region
2593002,Dubowitz syndrome
2602008,Hemarthrosis of shoulder
2606006,Boil of perineum
2615004,Graafian follicle cyst
2618002,Chronic recurrent major depressive disorder
2622007,Infected ulcer of skin
2624008,Prepubertal periodontitis
2625009,Senter syndrome
2630008,Open wound of finger without complication
2634004,Decreased blood erythrocyte volume
2638001,Hypercalcemia caused by a drug
2640006,Clinical stage 4
2651006,Closed traumatic dislocation of elbow joint
2655002,Invalidism
2657005,Overflow proteinuria
2663001,Palpatory proteinuria
2665008,Coordinate convulsion
2683000,Nonvenomous insect bite of axilla without infection
2689001,Dominant dystrophic epidermolysis bullosa with absence of skin
2694001,Myelophthisic anemia
2704003,Acute disease
2707005,Necrotizing enterocolitis
2713001,Closed pneumothorax
2724004,Auditory recruitment
2725003,Previous abnormality of glucose tolerance
2733002,Heel pain
2736005,Honeycomb atrophy of face
2740001,Gouty proteinuria
2749000,Congenital deformity of hip
2751001,Fibrocalculous pancreatic diabetes
2761008,Decreased stool caliber
2764000,Joint crackle
2770006,Fetal or neonatal effect of antibiotic transmitted via placenta and/or breast milk
2772003,Epidermolysis bullosa acquisita
2775001,Intra-articular loose body
2776000,Organic brain syndrome
2781009,Miscarriage complicated by delayed and/or excessive hemorrhage
2782002,Temporomandibular dysplasia
2783007,Gastrojejunal ulcer without hemorrhage AND without perforation
2786004,"Epithelial ovarian tumor, International Federation of Gynecology and Obstetrics stage III"
2790002,Impairment level: one eye: total impairment: other eye: not specified
2805007,Phosmet poisoning
2806008,Impaired psychomotor development
2807004,Chronic gastrojejunal ulcer with perforation
2808009,Infection caused by Prosthenorchis elegans
2815001,Sexual pyromania
2816000,Dilated cardiomyopathy secondary to myotonic dystrophy
2818004,Congenital vascular anomaly of eye
2819007,Magnesium sulfate poisoning
2825006,Abrasion and/or friction burn of gum without infection
2828008,Congenital stenosis of nares
2829000,Uhl disease
2831009,Pyloric antral vascular ectasia
2835000,Hemolytic anemia due to cardiac trauma
2836004,Butane causing toxic effect
2838003,Piblokto
2840008,Open fracture of vault of skull with cerebral laceration AND/OR contusion
2850009,Infection caused by Schistosoma incognitum
2853006,Macular keratitis
2856003,Vitamin A-responsive dermatosis
2858002,Postpartum sepsis
2884008,Spherophakia-brachymorphia syndrome
2893009,Anomaly of chromosome pair 10
2897005,Immune thrombocytopenia
2899008,Thought blocking
2900003,Fibromuscular dysplasia of renal artery
2901004,Altered blood passed per rectum
2902006,Decreased lymphocyte life span
2904007,Male infertility
2910007,Discharge from penis
2912004,Cystic-bullous disease of the lung
2917005,Transient hypothyroidism
2918000,Infection caused by Bacteroides
2919008,"Nausea, vomiting and diarrhea"
2929001,Arterial occlusion
2935001,Antiasthmatic poisoning
2940009,Intrabasal vesicular dermatitis
2946003,Osmotic diarrhea
2951009,Atopic cataract
2955000,Chronic ulcerative pulpitis
2965006,Nevoid congenital alopecia
2967003,Non-comitant strabismus
2972007,Occlusion of anterior spinal artery
2973002,Pelvic organ injury without open wound into abdominal cavity
2978006,Aneurysm of conjunctiva
2981001,Pulsatile mass of abdomen
2989004,Complication following molar AND/OR ectopic pregnancy
2990008,Lymphocytic leukemoid reaction
2992000,Pigmentary pallidal degeneration
2994004,Brain fag
2999009,Injury of ear region
3002002,Thyroid hemorrhage
3004001,Congenital dilatation of esophagus
3006004,Altered consciousness
3009006,Solanum malacoxylon poisoning
3013004,Open wound of ear drum without complication
3014005,Autoeczematization
3018008,Penetration of eyeball with magnetic foreign body
3019000,Closed anterior dislocation of elbow
3021005,Normal gastric acidity
3023008,"Acute peptic ulcer without hemorrhage, without perforation AND without obstruction"
3032005,Nonvenomous insect bite of cheek without infection
3033000,"Bone AND/OR joint disorder of pelvis in mother complicating pregnancy, childbirth AND/OR puerperium"
3038009,Acute lymphangitis of umbilicus
3044008,Vitreous prolapse
3053001,Poisoning caused by nitroglycerin
3059002,Acute lymphangitis of thigh
3067005,Weak C phenotype
3071008,Widow
3072001,Hormone-induced hypopituitarism
3073006,Ruvalcaba syndrome
3084004,Nonvenomous insect bite of gum without infection
3089009,"Disability evaluation, impairment, class 7"
3094009,Vomiting in infants AND/OR children
3095005,Induced malaria
3097002,Superficial injury of lip with infection
3098007,Ventricular septal rupture
3105002,Intron
3109008,Secondary dysthymia early onset
3110003,AOM - Acute otitis media
3119002,Brain stem laceration with open intracranial wound AND loss of consciousness
3129009,Infarction of ovary
3135009,OE - Otitis externa
3140001,"Citrullinemia, subacute type"
3144005,Staphylococcal pleurisy
3158007,"Panic disorder with agoraphobia, agoraphobic avoidance in partial remission AND panic attacks in partial remission"
3160009,Infertility of cervical origin
3163006,Acute adenoviral follicular conjunctivitis
3168002,Thrombophlebitis of intracranial venous sinus
3185000,Mood-congruent delusion
3199001,Sprain of shoulder joint
3200003,Sacrocoxalgia
3208005,Open wound of ossicles without complication
3214003,Invasive pulmonary aspergillosis
3217005,Open dislocation of sixth cervical vertebra
3218000,Mycotic disease
3219008,Disease type AND/OR category unknown
3228009,Closed fracture of the radial shaft
3229001,Tracheal ulcer
3230006,Illegal termination of pregnancy with afibrinogenemia
3238004,Pericarditis
3239007,Lymphocyte disorder
3253007,Dyschromia
3254001,Infection caused by Strongyloides westeri
3259006,Homeria species poisoning
3261002,Migratory osteolysis
3263004,Verumontanitis
3272007,Stomatocytosis
3274008,Flat chest
3275009,"Behcet syndrome, vascular type"
3276005,Toad poisoning
3277001,Terminal mood insomnia
3282008,Arc eye
3283003,Feeling of sand or foreign body in eye
3286006,"Patient status determination, greatly improved"
3289004,Anisometropia
3291007,Closed fracture of two ribs
3298001,Amnestic syndrome
3303004,Disease caused by Arenavirus
3304005,Bronchial compression
3305006,Disorder of lymphatic vessel
3308008,Atrophic-hyperplastic gastritis
3310005,Foreign body granuloma of skin
3321001,Renal abscess
3323003,Leukoplakia of penis
3327002,Acquired jerk nystagmus
3331008,Open fracture of neck of metacarpal bone
3344003,Toxic labyrinthitis
3345002,Idiopathic osteoporosis
3355003,Anti-common cold drug poisoning
3358001,Lichen ruber moniliformis
3368006,Dull chest pain
3376008,Pseudoptyalism
3381004,Open fracture of astragalus
3387000,Auditory discrimination aphasia
3391005,Negative for tumor cells
3393008,"Phlebitis following infusion, perfusion AND/OR transfusion"
3398004,Cadmium poisoning
3401001,Cercopithecus herpesvirus 1 disease
3415004,Cyanosis
3419005,Faucial diphtheria
3421000,Open blow-out fracture orbit
3424008,Heart rate fast
3426005,Retained magnetic intraocular foreign body
3427001,Nonglucosuric melituria
3434004,Myotonia
3439009,Severe combined immunodeficiency (SCID) due to absent peripheral T cell maturation
3441005,Disorder of sebaceous gland
3446000,Open fracture of T7-T12 level with spinal cord injury
3449007,Finger agnosia
3456001,Chronic progressive non-hereditary chorea
3458000,Myositis ossificans associated with dermato / polymyositis
3461004,Deep third degree burn of thumb
3464007,Infection caused by Oesophagostomum dentatum
3468005,Neonatal infective mastitis
3469002,Partial thickness burn of thumb
3472009,"Spondylolisthesis, grade 4"
3474005,Glycine max poisoning
3480002,Burn of wrist
3482005,Postoperative esophagitis
3483000,Chronic peptic ulcer with perforation
3487004,Pulmonary candidiasis
3500002,Open wound of ossicles with complication
3502005,Cervical lymphadenitis
3503000,"Gender identity disorder of adolescence, previously asexual"
3505007,Nonallopathic lesion of the arm
3506008,Stenosis of retinal artery
3507004,Abscess of thigh
3511005,Infectious thyroiditis
3514002,Peribronchial fibrosis of lung
3519007,Disorder of synovium
3528008,Restricted carbohydrate fat controlled diet
3529000,Infection caused by Sanguinicola
3530005,"Bipolar 1 disorder, single manic episode, full remission"
3531009,Intrapsychic conflict
3533007,Acute palmoplantar pustular psoriasis
3539006,Enteromenia
3542000,Laceration extending into parenchyma of spleen with open wound into abdominal cavity
3544004,Hair-splitting
3545003,Diastolic dysfunction
3548001,Brachial plexus disorder
3549009,Pancreatic acinar atrophy
3558002,Mesenteric infarction
3560000,Bilateral recurrent inguinal hernia
3570003,Increased blood erythrocyte volume
3571004,Megaloblastic anemia due to pancreatic insufficiency
3577000,Lattice retinal degeneration
3585009,Blinking
3586005,Psychogenic fugue
3589003,Syphilitic pericarditis
3590007,Enteroenteric fistula
3591006,"Metabolic acidosis, normal anion gap, bicarbonate losses"
3598000,Partial recent retinal detachment with single defect
3611003,Demeton poisoning
3633001,Abscess of hand
3634007,Legal termination of pregnancy complicated by metabolic disorder
3639002,Glossoptosis
3640000,Late effect of traumatic amputation
3641001,Infection caused by Coenurosis serialis
3642008,Steryl-sulfate sulfohydrolase deficiency
3644009,Macerated skin
3649004,"Contusion, multiple sites of trunk"
3650004,"Congenital absence of liver,total"
3652007,Overproduction of growth hormone
3657001,Osteospermum species poisoning
3660008,Lethal glossopharyngeal defect
3662000,Rolling hiatus hernia
3677008,Academic problem
3680009,Monocephalus tripus dibrachius
