0,011107,Asisten Operasi Panglima TNI (Asops Panglima TNI),"Asops Panglima TNI berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas  sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) membantu Panglima TNI menyelenggarakan fungsi staf di bidang operasi  meliputi penggunaan kekuatan dan pelatihan yang bersifat integratif, kerjasama keamanan perbatasan, survei dan pemetaan, dalam rangka mendukung tugas pokok TNI. b) melaksanakan koordinasi dengan unit terkait dalam rangka pemberian saran kepada Panglima TNI. Termasuk dalam jabatan ini Wakil Asisten Operasi Panglima TNI (Waasops Panglima TNI)."
0,011108,Asisten Personalia Panglima TNI (Aspers Panglima TNI),"Aspers Panglima TNI berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas  sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) membantu Panglima TNI menyelenggarakan fungsi staf di bidang personel dan tenaga manusia dalam rangka mendukung tugas pokok TNI. b) melaksanakan koordinasi dengan unit terkait dalam rangka pemberian saran kepada Panglima TNI. Termasuk dalam jabatan ini Wakil Asisten Personalia Panglima TNI (Waaspers Panglima TNI)."
0,011109,Asisten Logistik Panglima TNI (Aslog Panglima TNI),"Aslog Panglima TNI berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas  sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) membantu Panglima TNI menyelenggarakan fungsi staf di bidang logistik meliputi materiil/bekal, fasilitas dan jasa dalam rangka mendukung tugas pokok TNI. b) melaksanakan koordinasi dengan unit terkait dalam rangka pemberian saran kepada Panglima TNI. Termasuk dalam jabatan ini Wakil Asisten Logistik Panglima TNI (Waaslog Panglima TNI)."
0,011110,Asisten Teritorial Panglima TNI (Aster Panglima TNI),"Aster Panglima TNI berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas  sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) membantu Panglima TNI menyelenggarakan fungsi staf di bidang kegiatan dan pemberdayaan wilayah pertahanan guna mewujudkan daya tangkal dan daya dukung wilayah dalam rangka mendukung tugas pokok TNI. b) melaksanakan koordinasi dengan unit terkait dalam rangka pemberian saran kepada Panglima TNI. Termasuk dalam jabatan ini Wakil Asisten Teritorial Panglima TNI (Waaster Panglima TNI)"
0,011111,Asisten Komunikasi Dan Elektronika Panglima TNI (Askomlek Panglima TNI),"Askomlek Panglima TNI berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas  sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) membantu Panglima TNI menyelenggarakan fungsi staf di bidang komunikasi dan elektronika, termasuk perang  elektronika dan teknologi komputer dalam rangka mendukung tugas pokok TNI. b) melaksanakan koordinasi dengan unit terkait dalam rangka pemberian saran kepada Panglima TNI. Termasuk dalam jabatan ini Wakil Asisten Komunikasi dan Elektronika Panglima TNI (Waaskomlek Panglima TNI)"
0,011112,Perwira Staf Khusus Polisi Militer (Passuspom TNI),Perwira Staf Khusus Polisi Militer (Pa Ssuspom TNI) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI.  Tugasnya meliputi: a) membantu Panglima TNI dalam merumuskan kebijakan di bidang Kepolisian Militer.  b) melakukan koordinasi dengan unit lain dalam rangka perumusan kebijakan di bidang Kepolisian Militer.
0,011113,Komandan Satuan Komunikasi Dan Elektronika TNI (Dansatkomlek TNI),"Dansatkomlek TNI berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas sehari-hari dikoordinasikan oleh Kasum TNI.  Tugasnya meliputi: a) menyelenggarakan dukungan komunikasi dan elektronika bagi komando dan pengendalian Panglima TNI dalam pelaksanaan operasi TNI. b) melakukan koordinasi dengan unit lain dalam rangka perumusan kebijakan di bidang komunikasi dan elektronika TNI."
0,011114,Kepala Pusat Pengendalian Operasi TNI (Kapusdalops TNI),"Kapusdalops TNI berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas sehari-hari dikoordinasikan oleh Kasum TNI.  Tugasnya meliputi: a) menyiapkan dukungan fasilitas komando dan pengendalian operasi TNI serta menyelenggarakan sistem informasi di lingkungan Markas Besar TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI."
0,011115,Kepala Sekretariat Umum TNI (Kasetum TNI),"Kasetum TNI berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) menyelenggarakan dan mengendalikan administrasi umum TNI untuk mendukung pelaksanaan tugas-tugas di lingkungan TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI."
0,011116,Komandan Sekolah Staf Dan Komando TNI (Dansesko TNI),"Dansesko TNI berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) menyelenggarakan pendidikan pengembangan umum tertinggi TNI, pendidikan operasi gabungan di lingkungan TNI, pembinaan bidang manajemen, melaksanakan evaluasi dan pengembangan di bidang yang berkaitan dalam rangka mendukung pelaksanaan tugas-tugas TNI, menyelenggarakan latihan gabungan untuk KotamaOps TNI serta mengadakan kerjasama akademik dengan lembaga  pendidikan militer dalam negeri maupun luar negeri serta Perguruan Tinggi dalam rangka meningkatkan kualitas pendidikan di Sesko TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI. Termasuk dalam jabatan ini Wakil Komandan Sekolah Staf dan Komando TNI (Wadansesko TNI)."
0,011117,Komandan Komando Pendidikan Dan Latihan TNI (Dankodiklat TNI),"Dankodiklat TNI berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) menyelenggarakan pembinaan pendidikan dan latihan TNI yang bersifat tri matra dalam rangka mendukung tugas pokok TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI. Termasuk dalam jabatan ini Wakil Dankodiklat TNI."
0,011118,Komandan Jenderal Akademi TNI (Danjen Akademi TNI),"Danjen Akademi TNI berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas sehari-hari dikoordinasikan oleh Kasum TNI.  Tugasnya meliputi: a) menyelenggarakan pendidikan pertama Perwira TNI yang bersifat Integratif dalam rangka menyiapkan kader Pemimpin TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI."
0,011119,Kepala Badan Intelijen Strategis TNI (Kabais TNI),"Kepala Badan Intelijen Strategis TNI (Kabais TNI) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas  sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) menyelenggarakan kegiatan dan operasi intelijen strategis serta pembinaan kekuatan dan kemampuan intelijen strategis dalam rangka mendukung tugas pokok TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI. Termasuk dalam jabatan ini Wakil Kepala Badan Intelijen Strategis TNI (Waka Bais TNI)."
0,011120,Komandan Pasukan Pengamanan Presiden (Danpaspampres),"Komandan Pasukan Pengamanan Presiden (Danpaspampres) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas  sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) melaksanakan pengamanan fisik langsung jarak dekat  setiap saat kepada Presiden, Wakil Presiden, dan tamu negara setingkat Kepala Negara/Pemerintahan beserta keluarganya serta tugas protokoler kenegaraan dalam rangka mendukung tugas pokok TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI. Termasuk dalam jabatan ini Wakil Komandan Pasukan Pengamanan Presiden (Wadanpaspampres)."
0,011121,Kepala Badan Pembinaan Hukum TNI (Kababinkum TNI),"Kepala Badan Pembinaan Hukum TNI (Kababinkum TNI) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas  sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) membantu Panglima TNI dalam menyelenggarakan pembinaan hukum dan hak asasi manusia di lingkungan TNI, pembinaan penyelenggaraan oditurat, dan pemasyarakatan militer dalam lingkungan peradilan militer. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI. Termasuk dalam jabatan ini Wakil Kepala Badan Pembinaan Hukum TNI (Waka Babinkum TNI)."
0,011122,Kepala Pusat Penerangan TNI (Kapuspen TNI),"Kepala Pusat Penerangan TNI (Kapuspen TNI) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas  sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) menyelenggarakan transformasi penerangan TNI secara terpadu dan mengembangkan sistem informasi penerangan dalam rangka mendukung tugas pokok TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI. Termasuk dalam jabatan ini Wakil Kepala Pusat Penerangan TNI (Wakapuspen TNI)."
0,011123,Kapala Pusat Kesehatan TNI (Kapuskes TNI),"Kapala Pusat Kesehatan TNI (Kapuskes TNI) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas  sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) menyelenggarakan dukungan kesehatan secara terpadu  dan integratif dalam rangka pelaksanaan tugas pokok TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI. Termasuk dalam jabatan ini Wakil Kapala Pusat Kesehatan TNI (Wakapuskes TNI)."
0,011124,Kepala Badan Perbekalan TNI (Kababek TNI),"Kepala Badan Perbekalan TNI (Kababek TNI) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas  sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) menyelenggarakan pembekalan materiil TNI terpusat dan integratif dalam rangka pelaksanaan dukungan operasi TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI."
0,011125,Kepala Pusat Pembinaan Mental TNI (Kapusbintal TNI),"Kepala Pusat Pembinaan Mental TNI (Kapusbintal TNI) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas  sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) menyelenggarakan pembinaan mental integratif di lingkungan TNI dalam rangka penyiapan kemampuan dan kekuatan TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI."
0,011126,Kepala Pusat Keuangan TNI (Kapusku TNI),"Kepala Pusat Keuangan TNI (Kapusku TNI) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas  sehari-hari  dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) menyelenggarakan pengelolaan keuangan negara di lingkungan TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI."
0,011127,Kepala Pusat Sejarah TNI (Kapusjarah TNI),"Kepala Pusat Sejarah TNI (Kapusjarah TNI) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) menyelenggarakan pembinaan kesejarahan dan tradisi TNI dalam rangka  pengembangan dan pemeliharaan jiwa korsa dan semangat keprajuritan. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI."
0,011128,Kepala Pusat Informasi Dan Pengolahan Data TNI (Kapusinfolahta TNI),"Kepala Pusat Informasi dan Pengolahan Data TNI (Kapusinfolahta TNI) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) menyiapkan informasi dan pengolahan data tentang pembinaan dan penggunaan kekuatan TNI, menyelenggarakan fungsi pembinaan sistem aplikasi informasi TNI bagi Pimpinan dan Staf di lingkungan TNI, serta pembinaan sistem komputer dan komunikasi data dalam rangka pelaksanaan tugas pokok TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI."
0,011129,Kepala Pusat Misi Pemeliharaan Perdamaian (Ka PMPP TNI),"Kepala Pusat Misi Pemeliharaan Perdamaian (Ka PMPP TNI) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) menyelenggarakan pembekalan dan pelatihan bagi personel TNI yang dipersiapkan sebagai Military Observer, Kontingen dan penugasan luar negeri untuk tugas operasi perdamaian dunia. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI."
0,011130,Kepala Pusat Pengkajian Strategi TNI (Kapusjianstra TNI),"Kepala Pusat Pengkajian Strategi TNI (Kapusjianstra TNI) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) menyelenggarakan fungsi pembinaan pengkajian strategi TNI bagi Pimpinan dan Staf di lingkungan TNI dalam rangka mendukung tugas pokok TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI."
0,011131,Kepala Pusat Pengembangan Kepemimpinan TNI (Kapusbangpim TNI),"Kepala Pusat Pengembangan Kepemimpinan TNI (Kapusbangpim TNI) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) menyelenggarakan fungsi pembinaan pengembangan kepemimpinan di dalam dan di luar lingkungan TNI dalam rangka mendukung tugas pokok TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI."
0,011132,Komandan Pasukan Reaksi Cepat Penanggulangan Bencana (Dan PRCPB),"Komandan Pasukan Reaksi Cepat Penanggulangan Bencana (Dan PRCPB) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) mengatasi dampak bencana alam yang terjadi dengan melakukan kegiatan proses evakuasi dan hospitalisasi serta penyaluran dan pendistribusian logistik secara cepat dan tepat guna selama tanggap darurat agar jalannya roda pemerintahan yang mengalami bencana segera dapat normal kembali. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI. Termasuk dalam jabatan ini Wakil Komandan Pasukan Reaksi Cepat Penanggulangan Bencana (Wadan PRCPB)."
0,011133,Komandan Pasukan Pemukul Reaksi Cepat (Dan PPRC),"Komandan Pasukan Pemukul Reaksi Cepat (Dan PPRC) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) melaksanakan tindakan cepat terhadap ancaman nyata, selama-lamanya tujuh hari di wilayah darat Negara Kesatuan Republik Indonesia, dalam rangka menangkal, menyanggah awal, atau menghancurkan musuh. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI. Termasuk dalam jabatan ini Wakil Komandan Pasukan Pemukul Reaksi Cepat (Wadan PPRC)."
0,011134,Komandan Komando Garnisun Tetap (Dankogartap),"Komandan Komando Garnisun Tetap (Dankogartap) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI, dalam pelaksanaan tugas sehari-hari dikoordinasikan oleh Kasum TNI. Tugasnya meliputi: a) memelihara dan menegakkan ketentuan-ketentuan pokok kemiliteran untuk meningkatkan soliditas persatuan dan kesatuan antarsatuan di wilayah Garnisun. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI. Termasuk dalam jabatan ini Kepala Staf Komando Garnisun Tetap (Kaskogartap)."
0,011135,Panglima Komando Pertahanan Udara Nasional (Pangkohanudnas),Panglima Komando Pertahanan Udara Nasional (Pangkohanudnas) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI. Tugasnya meliputi: a) menyelenggarakan upaya pertahanan keamanan terpadu atas wilayah udara nasional secara mandiri ataupun bekerjasama dengan Komando Utama Operasional lainnya dalam rangka mewujudkan kedaulatan dan keutuhan serta kepentingan lain dari Negara Kesatuan Republik Indonesia dan menyelenggarakan pembinaan administrasi dan kesiapan operasi unsur-unsur Hanud TNI Angkatan Udara dan melaksanakan siaga operasi untuk unsur-unsur Hanud  dalam jajarannya dalam rangka mendukung tugas pokok TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI. Termasuk dalam jabatan ini Kepala Staf Komando Pertahanan Udara Nasional (Kas Kohanudnas) dan Panglima Komando Sektor Komando Pertahanan Udara Nasional (Pangkosek Kohanudnas).
0,011136,Panglima Komando Gabungan Wilayah Pertahanan (Pangkogabwilhan),Panglima Komando Gabungan Wilayah Pertahanan (Pangkogabwilhan) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI. Tugasnya meliputi: a) sebagai penindak awal bila terjadi konflik di wilayahnya baik untuk OMP maupun OMSP dan sebagai kekuatan penangkal bila terjadi ancaman dari luar sesuai dengan kebijakan Panglima TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI. Termasuk dalam jabatan ini Kepala Staf Komando Gabungan Wilayah Pertahanan (Kas Kogabwilhan) dan Asisten Panglima Komando Gabungan Wilayah Pertahanan (Asisten Pangkogabwilhan).
0,011137,Panglima Komando Cadangan Strategis TNI Angkatan Darat (Pangkostrad),"Panglima Komando Cadangan Strategis TNI Angkatan Darat (Pangkostrad) berkedudukan di bawah dan bertanggungjawab kepada Panglima TNI. Tugasnya meliputi: a) menyelenggarakan operasi pertahanan keamanan tingkat strategis sesuai dengan kebijakan Panglima TNI. b) melaksanakan tugas lain sesuai dengan perintah Panglima TNI. Termasuk dalam jabatan ini Kepala Staf Komando Cadangan Strategis TNI Angkatan Darat (Kas Kostrad), Panglima Divisi Infanteri (Pangdivif), dan Kepala Staf Divisi Infanteri (Kasdivif)."
