system,code,display,definition
http://terminology.hl7.org/CodeSystem/v3-Race,1725-1,Cocopah,Cocopah
http://terminology.hl7.org/CodeSystem/v3-Race,1726-9,Havasupai,Havasupai
http://terminology.hl7.org/CodeSystem/v3-Race,1727-7,Hualapai,Hualapai
http://terminology.hl7.org/CodeSystem/v3-Race,1728-5,Maricopa,Maricopa
http://terminology.hl7.org/CodeSystem/v3-Race,1729-3,Mohave,Mohave
http://terminology.hl7.org/CodeSystem/v3-Race,1730-1,Quechan,Quechan
http://terminology.hl7.org/CodeSystem/v3-Race,1731-9,Yavapai,Yavapai
http://terminology.hl7.org/CodeSystem/v3-Race,1732-7,Yurok,Yurok
http://terminology.hl7.org/CodeSystem/v3-Race,1733-5,Coast Yurok,Coast Yurok
http://terminology.hl7.org/CodeSystem/v3-Race,1735-0,Alaska Native,Alaska Native
http://terminology.hl7.org/CodeSystem/v3-Race,1737-6,Alaska Indian,Alaska Indian
http://terminology.hl7.org/CodeSystem/v3-Race,1739-2,Alaskan Athabascan,Alaskan Athabascan
http://terminology.hl7.org/CodeSystem/v3-Race,1740-0,Ahtna,Ahtna
http://terminology.hl7.org/CodeSystem/v3-Race,1811-9,Southeast Alaska,Southeast Alaska
http://terminology.hl7.org/CodeSystem/v3-Race,1813-5,Tlingit-Haida,Tlingit-Haida
http://terminology.hl7.org/CodeSystem/v3-Race,1814-3,Angoon,Angoon
http://terminology.hl7.org/CodeSystem/v3-Race,1815-0,Central Council of Tlingit and Haida Tribes,Central Council of Tlingit and Haida Tribes
http://terminology.hl7.org/CodeSystem/v3-Race,1816-8,Chilkat,Chilkat
http://terminology.hl7.org/CodeSystem/v3-Race,1817-6,Chilkoot,Chilkoot
http://terminology.hl7.org/CodeSystem/v3-Race,1818-4,Craig,Craig
http://terminology.hl7.org/CodeSystem/v3-Race,1819-2,Douglas,Douglas
http://terminology.hl7.org/CodeSystem/v3-Race,1820-0,Haida,Haida
http://terminology.hl7.org/CodeSystem/v3-Race,1821-8,Hoonah,Hoonah
http://terminology.hl7.org/CodeSystem/v3-Race,1822-6,Hydaburg,Hydaburg
http://terminology.hl7.org/CodeSystem/v3-Race,1823-4,Kake,Kake
http://terminology.hl7.org/CodeSystem/v3-Race,1824-2,Kasaan,Kasaan
http://terminology.hl7.org/CodeSystem/v3-Race,1825-9,Kenaitze,Kenaitze
http://terminology.hl7.org/CodeSystem/v3-Race,1826-7,Ketchikan,Ketchikan
http://terminology.hl7.org/CodeSystem/v3-Race,1827-5,Klawock,Klawock
http://terminology.hl7.org/CodeSystem/v3-Race,1828-3,Pelican,Pelican
http://terminology.hl7.org/CodeSystem/v3-Race,1829-1,Petersburg,Petersburg
http://terminology.hl7.org/CodeSystem/v3-Race,1830-9,Saxman,Saxman
http://terminology.hl7.org/CodeSystem/v3-Race,1831-7,Sitka,Sitka
http://terminology.hl7.org/CodeSystem/v3-Race,1832-5,Tenakee Springs,Tenakee Springs
http://terminology.hl7.org/CodeSystem/v3-Race,1833-3,Tlingit,Tlingit
http://terminology.hl7.org/CodeSystem/v3-Race,1834-1,Wrangell,Wrangell
http://terminology.hl7.org/CodeSystem/v3-Race,1835-8,Yakutat,Yakutat
http://terminology.hl7.org/CodeSystem/v3-Race,1837-4,Tsimshian,Tsimshian
http://terminology.hl7.org/CodeSystem/v3-Race,1838-2,Metlakatla,Metlakatla
http://terminology.hl7.org/CodeSystem/v3-Race,1840-8,Eskimo,Eskimo
http://terminology.hl7.org/CodeSystem/v3-Race,1842-4,Greenland Eskimo,Greenland Eskimo
http://terminology.hl7.org/CodeSystem/v3-Race,1844-0,Inupiat Eskimo,Inupiat Eskimo
http://terminology.hl7.org/CodeSystem/v3-Race,1845-7,Ambler,Ambler
http://terminology.hl7.org/CodeSystem/v3-Race,1846-5,Anaktuvuk,Anaktuvuk
http://terminology.hl7.org/CodeSystem/v3-Race,1847-3,Anaktuvuk Pass,Anaktuvuk Pass
http://terminology.hl7.org/CodeSystem/v3-Race,1848-1,Arctic Slope Inupiat,Arctic Slope Inupiat
http://terminology.hl7.org/CodeSystem/v3-Race,1849-9,Arctic Slope Corporation,Arctic Slope Corporation
http://terminology.hl7.org/CodeSystem/v3-Race,1850-7,Atqasuk,Atqasuk
http://terminology.hl7.org/CodeSystem/v3-Race,1851-5,Barrow,Barrow
http://terminology.hl7.org/CodeSystem/v3-Race,1852-3,Bering Straits Inupiat,Bering Straits Inupiat
http://terminology.hl7.org/CodeSystem/v3-Race,1853-1,Brevig Mission,Brevig Mission
http://terminology.hl7.org/CodeSystem/v3-Race,1854-9,Buckland,Buckland
http://terminology.hl7.org/CodeSystem/v3-Race,1855-6,Chinik,Chinik
http://terminology.hl7.org/CodeSystem/v3-Race,1856-4,Council,Council
http://terminology.hl7.org/CodeSystem/v3-Race,1857-2,Deering,Deering
http://terminology.hl7.org/CodeSystem/v3-Race,1858-0,Elim,Elim
http://terminology.hl7.org/CodeSystem/v3-Race,1859-8,Golovin,Golovin
http://terminology.hl7.org/CodeSystem/v3-Race,1860-6,Inalik Diomede,Inalik Diomede
http://terminology.hl7.org/CodeSystem/v3-Race,1861-4,Inupiaq,Inupiaq
http://terminology.hl7.org/CodeSystem/v3-Race,1862-2,Kaktovik,Kaktovik
http://terminology.hl7.org/CodeSystem/v3-Race,1863-0,Kawerak,Kawerak
http://terminology.hl7.org/CodeSystem/v3-Race,1864-8,Kiana,Kiana
http://terminology.hl7.org/CodeSystem/v3-Race,1865-5,Kivalina,Kivalina
http://terminology.hl7.org/CodeSystem/v3-Race,1866-3,Kobuk,Kobuk
http://terminology.hl7.org/CodeSystem/v3-Race,1867-1,Kotzebue,Kotzebue
http://terminology.hl7.org/CodeSystem/v3-Race,1868-9,Koyuk,Koyuk
http://terminology.hl7.org/CodeSystem/v3-Race,1869-7,Kwiguk,Kwiguk
http://terminology.hl7.org/CodeSystem/v3-Race,1870-5,Mauneluk Inupiat,Mauneluk Inupiat
http://terminology.hl7.org/CodeSystem/v3-Race,1871-3,Nana Inupiat,Nana Inupiat
http://terminology.hl7.org/CodeSystem/v3-Race,1872-1,Noatak,Noatak
http://terminology.hl7.org/CodeSystem/v3-Race,1873-9,Nome,Nome
http://terminology.hl7.org/CodeSystem/v3-Race,1874-7,Noorvik,Noorvik
http://terminology.hl7.org/CodeSystem/v3-Race,1875-4,Nuiqsut,Nuiqsut
http://terminology.hl7.org/CodeSystem/v3-Race,1876-2,Point Hope,Point Hope
http://terminology.hl7.org/CodeSystem/v3-Race,1877-0,Point Lay,Point Lay
http://terminology.hl7.org/CodeSystem/v3-Race,1878-8,Selawik,Selawik
http://terminology.hl7.org/CodeSystem/v3-Race,1879-6,Shaktoolik,Shaktoolik
http://terminology.hl7.org/CodeSystem/v3-Race,1880-4,Shishmaref,Shishmaref
http://terminology.hl7.org/CodeSystem/v3-Race,1881-2,Shungnak,Shungnak
http://terminology.hl7.org/CodeSystem/v3-Race,1882-0,Solomon,Solomon
http://terminology.hl7.org/CodeSystem/v3-Race,1883-8,Teller,Teller
http://terminology.hl7.org/CodeSystem/v3-Race,1884-6,Unalakleet,Unalakleet
http://terminology.hl7.org/CodeSystem/v3-Race,1885-3,Wainwright,Wainwright
http://terminology.hl7.org/CodeSystem/v3-Race,1886-1,Wales,Wales
http://terminology.hl7.org/CodeSystem/v3-Race,1887-9,White Mountain,White Mountain
http://terminology.hl7.org/CodeSystem/v3-Race,1888-7,White Mountain Inupiat,White Mountain Inupiat
http://terminology.hl7.org/CodeSystem/v3-Race,1889-5,Mary's Igloo,Mary's Igloo
http://terminology.hl7.org/CodeSystem/v3-Race,1891-1,Siberian Eskimo,Siberian Eskimo
http://terminology.hl7.org/CodeSystem/v3-Race,1892-9,Gambell,Gambell
http://terminology.hl7.org/CodeSystem/v3-Race,1893-7,Savoonga,Savoonga
http://terminology.hl7.org/CodeSystem/v3-Race,1894-5,Siberian Yupik,Siberian Yupik
http://terminology.hl7.org/CodeSystem/v3-Race,1896-0,Yupik Eskimo,Yupik Eskimo
http://terminology.hl7.org/CodeSystem/v3-Race,1897-8,Akiachak,Akiachak
http://terminology.hl7.org/CodeSystem/v3-Race,1898-6,Akiak,Akiak
http://terminology.hl7.org/CodeSystem/v3-Race,1899-4,Alakanuk,Alakanuk
http://terminology.hl7.org/CodeSystem/v3-Race,1900-0,Aleknagik,Aleknagik
http://terminology.hl7.org/CodeSystem/v3-Race,1901-8,Andreafsky,Andreafsky
http://terminology.hl7.org/CodeSystem/v3-Race,1902-6,Aniak,Aniak
http://terminology.hl7.org/CodeSystem/v3-Race,1903-4,Atmautluak,Atmautluak
http://terminology.hl7.org/CodeSystem/v3-Race,1904-2,Bethel,Bethel
http://terminology.hl7.org/CodeSystem/v3-Race,1905-9,Bill Moore's Slough,Bill Moore's Slough
http://terminology.hl7.org/CodeSystem/v3-Race,1906-7,Bristol Bay Yupik,Bristol Bay Yupik
http://terminology.hl7.org/CodeSystem/v3-Race,1907-5,Calista Yupik,Calista Yupik
http://terminology.hl7.org/CodeSystem/v3-Race,1908-3,Chefornak,Chefornak
http://terminology.hl7.org/CodeSystem/v3-Race,1909-1,Chevak,Chevak
http://terminology.hl7.org/CodeSystem/v3-Race,1910-9,Chuathbaluk,Chuathbaluk
http://terminology.hl7.org/CodeSystem/v3-Race,1911-7,Clark's Point,Clark's Point
http://terminology.hl7.org/CodeSystem/v3-Race,1912-5,Crooked Creek,Crooked Creek
http://terminology.hl7.org/CodeSystem/v3-Race,1913-3,Dillingham,Dillingham
http://terminology.hl7.org/CodeSystem/v3-Race,1914-1,Eek,Eek
http://terminology.hl7.org/CodeSystem/v3-Race,1915-8,Ekuk,Ekuk
http://terminology.hl7.org/CodeSystem/v3-Race,1916-6,Ekwok,Ekwok
http://terminology.hl7.org/CodeSystem/v3-Race,1917-4,Emmonak,Emmonak
http://terminology.hl7.org/CodeSystem/v3-Race,1918-2,Goodnews Bay,Goodnews Bay
http://terminology.hl7.org/CodeSystem/v3-Race,1919-0,Hooper Bay,Hooper Bay
http://terminology.hl7.org/CodeSystem/v3-Race,1920-8,Iqurmuit (Russian Mission),Iqurmuit (Russian Mission)
http://terminology.hl7.org/CodeSystem/v3-Race,1921-6,Kalskag,Kalskag
http://terminology.hl7.org/CodeSystem/v3-Race,1922-4,Kasigluk,Kasigluk
http://terminology.hl7.org/CodeSystem/v3-Race,1923-2,Kipnuk,Kipnuk
http://terminology.hl7.org/CodeSystem/v3-Race,1924-0,Koliganek,Koliganek
http://terminology.hl7.org/CodeSystem/v3-Race,1925-7,Kongiganak,Kongiganak
http://terminology.hl7.org/CodeSystem/v3-Race,1926-5,Kotlik,Kotlik
http://terminology.hl7.org/CodeSystem/v3-Race,1927-3,Kwethluk,Kwethluk
http://terminology.hl7.org/CodeSystem/v3-Race,1928-1,Kwigillingok,Kwigillingok
http://terminology.hl7.org/CodeSystem/v3-Race,1929-9,Levelock,Levelock
http://terminology.hl7.org/CodeSystem/v3-Race,1930-7,Lower Kalskag,Lower Kalskag
http://terminology.hl7.org/CodeSystem/v3-Race,1931-5,Manokotak,Manokotak
http://terminology.hl7.org/CodeSystem/v3-Race,1932-3,Marshall,Marshall
http://terminology.hl7.org/CodeSystem/v3-Race,1933-1,Mekoryuk,Mekoryuk
http://terminology.hl7.org/CodeSystem/v3-Race,1934-9,Mountain Village,Mountain Village
http://terminology.hl7.org/CodeSystem/v3-Race,1935-6,Naknek,Naknek
http://terminology.hl7.org/CodeSystem/v3-Race,1936-4,Napaumute,Napaumute
http://terminology.hl7.org/CodeSystem/v3-Race,1937-2,Napakiak,Napakiak
http://terminology.hl7.org/CodeSystem/v3-Race,1938-0,Napaskiak,Napaskiak
http://terminology.hl7.org/CodeSystem/v3-Race,1939-8,Newhalen,Newhalen
http://terminology.hl7.org/CodeSystem/v3-Race,1940-6,New Stuyahok,New Stuyahok
http://terminology.hl7.org/CodeSystem/v3-Race,1941-4,Newtok,Newtok
http://terminology.hl7.org/CodeSystem/v3-Race,1942-2,Nightmute,Nightmute
http://terminology.hl7.org/CodeSystem/v3-Race,1943-0,Nunapitchukv,Nunapitchukv
http://terminology.hl7.org/CodeSystem/v3-Race,1944-8,Oscarville,Oscarville
http://terminology.hl7.org/CodeSystem/v3-Race,1945-5,Pilot Station,Pilot Station
http://terminology.hl7.org/CodeSystem/v3-Race,1946-3,Pitkas Point,Pitkas Point
http://terminology.hl7.org/CodeSystem/v3-Race,1947-1,Platinum,Platinum
http://terminology.hl7.org/CodeSystem/v3-Race,1948-9,Portage Creek,Portage Creek
http://terminology.hl7.org/CodeSystem/v3-Race,1949-7,Quinhagak,Quinhagak
http://terminology.hl7.org/CodeSystem/v3-Race,1950-5,Red Devil,Red Devil
http://terminology.hl7.org/CodeSystem/v3-Race,1951-3,St. Michael,St. Michael
http://terminology.hl7.org/CodeSystem/v3-Race,1952-1,Scammon Bay,Scammon Bay
http://terminology.hl7.org/CodeSystem/v3-Race,1953-9,Sheldon's Point,Sheldon's Point
http://terminology.hl7.org/CodeSystem/v3-Race,1954-7,Sleetmute,Sleetmute
http://terminology.hl7.org/CodeSystem/v3-Race,1955-4,Stebbins,Stebbins
http://terminology.hl7.org/CodeSystem/v3-Race,1956-2,Togiak,Togiak
http://terminology.hl7.org/CodeSystem/v3-Race,1957-0,Toksook,Toksook
http://terminology.hl7.org/CodeSystem/v3-Race,1958-8,Tulukskak,Tulukskak
http://terminology.hl7.org/CodeSystem/v3-Race,1959-6,Tuntutuliak,Tuntutuliak
http://terminology.hl7.org/CodeSystem/v3-Race,1960-4,Tununak,Tununak
http://terminology.hl7.org/CodeSystem/v3-Race,1961-2,Twin Hills,Twin Hills
http://terminology.hl7.org/CodeSystem/v3-Race,1962-0,Georgetown,Georgetown
http://terminology.hl7.org/CodeSystem/v3-Race,1963-8,St. Mary's,St. Mary's
http://terminology.hl7.org/CodeSystem/v3-Race,1964-6,Umkumiate,Umkumiate
http://terminology.hl7.org/CodeSystem/v3-Race,1966-1,Aleut,Aleut
http://terminology.hl7.org/CodeSystem/v3-Race,1968-7,Alutiiq Aleut,Alutiiq Aleut
http://terminology.hl7.org/CodeSystem/v3-Race,1969-5,Tatitlek,Tatitlek
http://terminology.hl7.org/CodeSystem/v3-Race,1970-3,Ugashik,Ugashik
http://terminology.hl7.org/CodeSystem/v3-Race,1972-9,Bristol Bay Aleut,Bristol Bay Aleut
http://terminology.hl7.org/CodeSystem/v3-Race,1973-7,Chignik,Chignik
http://terminology.hl7.org/CodeSystem/v3-Race,1974-5,Chignik Lake,Chignik Lake
http://terminology.hl7.org/CodeSystem/v3-Race,1975-2,Egegik,Egegik
http://terminology.hl7.org/CodeSystem/v3-Race,1976-0,Igiugig,Igiugig
http://terminology.hl7.org/CodeSystem/v3-Race,1977-8,Ivanof Bay,Ivanof Bay
http://terminology.hl7.org/CodeSystem/v3-Race,1978-6,King Salmon,King Salmon
http://terminology.hl7.org/CodeSystem/v3-Race,1979-4,Kokhanok,Kokhanok
http://terminology.hl7.org/CodeSystem/v3-Race,1980-2,Perryville,Perryville
http://terminology.hl7.org/CodeSystem/v3-Race,1981-0,Pilot Point,Pilot Point
http://terminology.hl7.org/CodeSystem/v3-Race,1982-8,Port Heiden,Port Heiden
http://terminology.hl7.org/CodeSystem/v3-Race,1984-4,Chugach Aleut,Chugach Aleut
http://terminology.hl7.org/CodeSystem/v3-Race,1985-1,Chenega,Chenega
http://terminology.hl7.org/CodeSystem/v3-Race,1986-9,Chugach Corporation,Chugach Corporation
http://terminology.hl7.org/CodeSystem/v3-Race,1987-7,English Bay,English Bay
http://terminology.hl7.org/CodeSystem/v3-Race,1988-5,Port Graham,Port Graham
http://terminology.hl7.org/CodeSystem/v3-Race,1990-1,Eyak,Eyak
http://terminology.hl7.org/CodeSystem/v3-Race,1992-7,Koniag Aleut,Koniag Aleut
http://terminology.hl7.org/CodeSystem/v3-Race,1993-5,Akhiok,Akhiok
http://terminology.hl7.org/CodeSystem/v3-Race,1994-3,Agdaagux,Agdaagux
http://terminology.hl7.org/CodeSystem/v3-Race,1995-0,Karluk,Karluk
http://terminology.hl7.org/CodeSystem/v3-Race,1996-8,Kodiak,Kodiak
http://terminology.hl7.org/CodeSystem/v3-Race,1997-6,Larsen Bay,Larsen Bay
http://terminology.hl7.org/CodeSystem/v3-Race,1998-4,Old Harbor,Old Harbor
http://terminology.hl7.org/CodeSystem/v3-Race,1999-2,Ouzinkie,Ouzinkie
http://terminology.hl7.org/CodeSystem/v3-Race,2000-8,Port Lions,Port Lions
http://terminology.hl7.org/CodeSystem/v3-Race,2002-4,Sugpiaq,Sugpiaq
http://terminology.hl7.org/CodeSystem/v3-Race,2004-0,Suqpigaq,Suqpigaq
http://terminology.hl7.org/CodeSystem/v3-Race,2006-5,Unangan Aleut,Unangan Aleut
http://terminology.hl7.org/CodeSystem/v3-Race,2007-3,Akutan,Akutan
http://terminology.hl7.org/CodeSystem/v3-Race,2008-1,Aleut Corporation,Aleut Corporation
http://terminology.hl7.org/CodeSystem/v3-Race,2009-9,Aleutian,Aleutian
http://terminology.hl7.org/CodeSystem/v3-Race,2010-7,Aleutian Islander,Aleutian Islander
http://terminology.hl7.org/CodeSystem/v3-Race,2011-5,Atka,Atka
http://terminology.hl7.org/CodeSystem/v3-Race,2012-3,Belkofski,Belkofski
http://terminology.hl7.org/CodeSystem/v3-Race,2013-1,Chignik Lagoon,Chignik Lagoon
http://terminology.hl7.org/CodeSystem/v3-Race,2014-9,King Cove,King Cove
http://terminology.hl7.org/CodeSystem/v3-Race,2015-6,False Pass,False Pass
http://terminology.hl7.org/CodeSystem/v3-Race,2016-4,Nelson Lagoon,Nelson Lagoon
http://terminology.hl7.org/CodeSystem/v3-Race,2017-2,Nikolski,Nikolski
http://terminology.hl7.org/CodeSystem/v3-Race,2018-0,Pauloff Harbor,Pauloff Harbor
http://terminology.hl7.org/CodeSystem/v3-Race,2019-8,Qagan Toyagungin,Qagan Toyagungin
http://terminology.hl7.org/CodeSystem/v3-Race,2020-6,Qawalangin,Qawalangin
http://terminology.hl7.org/CodeSystem/v3-Race,2021-4,St. George,St. George
http://terminology.hl7.org/CodeSystem/v3-Race,2022-2,St. Paul,St. Paul
http://terminology.hl7.org/CodeSystem/v3-Race,2023-0,Sand Point,Sand Point
http://terminology.hl7.org/CodeSystem/v3-Race,2024-8,South Naknek,South Naknek
http://terminology.hl7.org/CodeSystem/v3-Race,2025-5,Unalaska,Unalaska
http://terminology.hl7.org/CodeSystem/v3-Race,2026-3,Unga,Unga
http://terminology.hl7.org/CodeSystem/v3-Race,2028-9,Asian,Asian
http://terminology.hl7.org/CodeSystem/v3-Race,2029-7,Asian Indian,Asian Indian
http://terminology.hl7.org/CodeSystem/v3-Race,2030-5,Bangladeshi,Bangladeshi
http://terminology.hl7.org/CodeSystem/v3-Race,2031-3,Bhutanese,Bhutanese
http://terminology.hl7.org/CodeSystem/v3-Race,2032-1,Burmese,Burmese
http://terminology.hl7.org/CodeSystem/v3-Race,2033-9,Cambodian,Cambodian
http://terminology.hl7.org/CodeSystem/v3-Race,2034-7,Chinese,Chinese
http://terminology.hl7.org/CodeSystem/v3-Race,2035-4,Taiwanese,Taiwanese
http://terminology.hl7.org/CodeSystem/v3-Race,2036-2,Filipino,Filipino
http://terminology.hl7.org/CodeSystem/v3-Race,2037-0,Hmong,Hmong
http://terminology.hl7.org/CodeSystem/v3-Race,2038-8,Indonesian,Indonesian
http://terminology.hl7.org/CodeSystem/v3-Race,2039-6,Japanese,Japanese
http://terminology.hl7.org/CodeSystem/v3-Race,2040-4,Korean,Korean
http://terminology.hl7.org/CodeSystem/v3-Race,2041-2,Laotian,Laotian
http://terminology.hl7.org/CodeSystem/v3-Race,2042-0,Malaysian,Malaysian
http://terminology.hl7.org/CodeSystem/v3-Race,2043-8,Okinawan,Okinawan
http://terminology.hl7.org/CodeSystem/v3-Race,2044-6,Pakistani,Pakistani
http://terminology.hl7.org/CodeSystem/v3-Race,2045-3,Sri Lankan,Sri Lankan
http://terminology.hl7.org/CodeSystem/v3-Race,2046-1,Thai,Thai
http://terminology.hl7.org/CodeSystem/v3-Race,2047-9,Vietnamese,Vietnamese
http://terminology.hl7.org/CodeSystem/v3-Race,2048-7,Iwo Jiman,Iwo Jiman
http://terminology.hl7.org/CodeSystem/v3-Race,2049-5,Maldivian,Maldivian
http://terminology.hl7.org/CodeSystem/v3-Race,2050-3,Nepalese,Nepalese
http://terminology.hl7.org/CodeSystem/v3-Race,2051-1,Singaporean,Singaporean
http://terminology.hl7.org/CodeSystem/v3-Race,2052-9,Madagascar,Madagascar
http://terminology.hl7.org/CodeSystem/v3-Race,2054-5,Black or African American,Black or African American
http://terminology.hl7.org/CodeSystem/v3-Race,2056-0,Black,Black
http://terminology.hl7.org/CodeSystem/v3-Race,2058-6,African American,African American
http://terminology.hl7.org/CodeSystem/v3-Race,2060-2,African,African
http://terminology.hl7.org/CodeSystem/v3-Race,2061-0,Botswanan,Botswanan
http://terminology.hl7.org/CodeSystem/v3-Race,2062-8,Ethiopian,Ethiopian
http://terminology.hl7.org/CodeSystem/v3-Race,2063-6,Liberian,Liberian
http://terminology.hl7.org/CodeSystem/v3-Race,2064-4,Namibian,Namibian
http://terminology.hl7.org/CodeSystem/v3-Race,2065-1,Nigerian,Nigerian
http://terminology.hl7.org/CodeSystem/v3-Race,2066-9,Zairean,Zairean
http://terminology.hl7.org/CodeSystem/v3-Race,2067-7,Bahamian,Bahamian
http://terminology.hl7.org/CodeSystem/v3-Race,2068-5,Barbadian,Barbadian
http://terminology.hl7.org/CodeSystem/v3-Race,2069-3,Dominican,Dominican
http://terminology.hl7.org/CodeSystem/v3-Race,2070-1,Dominica Islander,Dominica Islander
http://terminology.hl7.org/CodeSystem/v3-Race,2071-9,Haitian,Haitian
http://terminology.hl7.org/CodeSystem/v3-Race,2072-7,Jamaican,Jamaican
http://terminology.hl7.org/CodeSystem/v3-Race,2073-5,Tobagoan,Tobagoan
http://terminology.hl7.org/CodeSystem/v3-Race,2074-3,Trinidadian,Trinidadian
http://terminology.hl7.org/CodeSystem/v3-Race,2075-0,West Indian,West Indian
http://terminology.hl7.org/CodeSystem/v3-Race,2076-8,Native Hawaiian or Other Pacific Islander,Native Hawaiian or Other Pacific Islander
http://terminology.hl7.org/CodeSystem/v3-Race,2078-4,Polynesian,Polynesian
http://terminology.hl7.org/CodeSystem/v3-Race,2079-2,Native Hawaiian,Native Hawaiian
http://terminology.hl7.org/CodeSystem/v3-Race,2080-0,Samoan,Samoan
http://terminology.hl7.org/CodeSystem/v3-Race,2081-8,Tahitian,Tahitian
http://terminology.hl7.org/CodeSystem/v3-Race,2082-6,Tongan,Tongan
http://terminology.hl7.org/CodeSystem/v3-Race,2083-4,Tokelauan,Tokelauan
http://terminology.hl7.org/CodeSystem/v3-Race,2085-9,Micronesian,Micronesian
http://terminology.hl7.org/CodeSystem/v3-Race,2086-7,Guamanian or Chamorro,Guamanian or Chamorro
http://terminology.hl7.org/CodeSystem/v3-Race,2087-5,Guamanian,Guamanian
http://terminology.hl7.org/CodeSystem/v3-Race,2088-3,Chamorro,Chamorro
http://terminology.hl7.org/CodeSystem/v3-Race,2089-1,Mariana Islander,Mariana Islander
http://terminology.hl7.org/CodeSystem/v3-Race,2090-9,Marshallese,Marshallese
http://terminology.hl7.org/CodeSystem/v3-Race,2091-7,Palauan,Palauan
http://terminology.hl7.org/CodeSystem/v3-Race,2092-5,Carolinian,Carolinian
http://terminology.hl7.org/CodeSystem/v3-Race,2093-3,Kosraean,Kosraean
http://terminology.hl7.org/CodeSystem/v3-Race,2094-1,Pohnpeian,Pohnpeian
http://terminology.hl7.org/CodeSystem/v3-Race,2095-8,Saipanese,Saipanese
http://terminology.hl7.org/CodeSystem/v3-Race,2096-6,Kiribati,Kiribati
http://terminology.hl7.org/CodeSystem/v3-Race,2097-4,Chuukese,Chuukese
http://terminology.hl7.org/CodeSystem/v3-Race,2098-2,Yapese,Yapese
http://terminology.hl7.org/CodeSystem/v3-Race,2100-6,Melanesian,Melanesian
http://terminology.hl7.org/CodeSystem/v3-Race,2101-4,Fijian,Fijian
http://terminology.hl7.org/CodeSystem/v3-Race,2102-2,Papua New Guinean,Papua New Guinean
http://terminology.hl7.org/CodeSystem/v3-Race,2103-0,Solomon Islander,Solomon Islander
http://terminology.hl7.org/CodeSystem/v3-Race,2104-8,New Hebrides,New Hebrides
http://terminology.hl7.org/CodeSystem/v3-Race,2500-7,Other Pacific Islander,"Note that this term remains in the table for completeness, even though within HL7, the notion of Other code is deprecated."
http://terminology.hl7.org/CodeSystem/v3-Race,2106-3,White,White
http://terminology.hl7.org/CodeSystem/v3-Race,2108-9,European,European
http://terminology.hl7.org/CodeSystem/v3-Race,2109-7,Armenian,Armenian
http://terminology.hl7.org/CodeSystem/v3-Race,2110-5,English,English
http://terminology.hl7.org/CodeSystem/v3-Race,2111-3,French,French
http://terminology.hl7.org/CodeSystem/v3-Race,2112-1,German,German
http://terminology.hl7.org/CodeSystem/v3-Race,2113-9,Irish,Irish
http://terminology.hl7.org/CodeSystem/v3-Race,2114-7,Italian,Italian
http://terminology.hl7.org/CodeSystem/v3-Race,2115-4,Polish,Polish
http://terminology.hl7.org/CodeSystem/v3-Race,2116-2,Scottish,Scottish
http://terminology.hl7.org/CodeSystem/v3-Race,2118-8,Middle Eastern or North African,Middle Eastern or North African
http://terminology.hl7.org/CodeSystem/v3-Race,2119-6,Assyrian,Assyrian
http://terminology.hl7.org/CodeSystem/v3-Race,2120-4,Egyptian,Egyptian
http://terminology.hl7.org/CodeSystem/v3-Race,2121-2,Iranian,Iranian
http://terminology.hl7.org/CodeSystem/v3-Race,2122-0,Iraqi,Iraqi
http://terminology.hl7.org/CodeSystem/v3-Race,2123-8,Lebanese,Lebanese
http://terminology.hl7.org/CodeSystem/v3-Race,2124-6,Palestinian,Palestinian
http://terminology.hl7.org/CodeSystem/v3-Race,2125-3,Syrian,Syrian
http://terminology.hl7.org/CodeSystem/v3-Race,2126-1,Afghanistani,Afghanistani
http://terminology.hl7.org/CodeSystem/v3-Race,2127-9,Israeili,Israeili
http://terminology.hl7.org/CodeSystem/v3-Race,2129-5,Arab,Arab
http://terminology.hl7.org/CodeSystem/v3-Race,2131-1,Other Race,"Note that this term remains in the table for completeness, even though within HL7, the notion of Other code is deprecated."
http://snomed.info/sct,248153007,Male,Male (finding)
http://snomed.info/sct,248152002,Female,Female (finding)
http://snomed.info/sct,77386006,Pregnancy,Pregnancy (finding)
