code,display
16519911000119100,History of retinopathy of prematurity (situation)
16475471000119100,History of herpes simplex keratitis (situation)
16475431000119100,History of terminal esophageal web (situation)
16468501000119100,History of Zika virus infection (situation)
16464661000119100,History of intravenous drug abuse (situation)
16410531000119100,History of malignant neoplasm of nasal sinus (situation)
16410191000119100,History of laryngospasm (situation)
16409881000119100,History of posterior ischemic optic neuropathy (situation)
16360861000119100,History of acute febrile mucocutaneous lymph node syndrome (situation)
16300891000119100,History of fracture of orbit (situation)
16279641000119100,History of occlusion of branch retinal artery (situation)
16279601000119100,History of gastroschisis (situation)
16235071000119100,History of idiopathic intracranial hypertension (situation)
16216821000119100,Past pregnancy history of molar pregnancy (situation)
16216781000119100,Past pregnancy history of cholestasis in pregnancy (situation)
16216731000119100,Past pregnancy history of intrauterine fetal death (situation)
16098861000119100,History of uveitis (situation)
16098821000119100,History of choroiditis (situation)
16094831000119100,History of malignant phyllodes neoplasm of breast (situation)
16094781000119100,History of benign phyllodes neoplasm of breast (situation)
16093761000119100,History of facial palsy (situation)
16093711000119100,History of anterior ischemic optic neuropathy (situation)
16093661000119100,History of esophageal varices (situation)
16093611000119100,History of Barrett's esophagus (situation)
16093531000119100,History of adult obesity (situation)
16089691000119100,Multiple liveborn in hospital by vaginal delivery (situation)
16089571000119100,Triplet liveborn in hospital by cesarean section (situation)
16089411000119100,History of chest pain (situation)
16089251000119100,History of ulcer of anus (situation)
16089211000119100,History of gastrojejunal ulcer (situation)
16089171000119100,History of rectal ulcer (situation)
16089131000119100,History of pyloric channel ulcer (situation)
16089091000119100,History of esophageal ulcer (situation)
15912951000119100,History of episcleritis (situation)
15758941000119100,History of perineal laceration (situation)
15663121000119100,History of concussion injury of brain (situation)
15647891000119100,History of corneal erosion (situation)
15647821000119100,History of benign neoplasm of small intestine (situation)
15647781000119100,History of villous adenoma of duodenum (situation)
15628411000119100,History of emergence delirium (situation)
15627801000119100,History of hyphema (situation)
15627741000119100,History of Helicobacter pylori infection (situation)
13016361000119100,History of amaurosis fugax (situation)
13016311000119100,History of retinal edema (situation)
13016271000119100,History of optic neuritis (situation)
12618061000119100,History of hydronephrosis (situation)
12147341000119100,History of burn (situation)
11012931000119100,History of neoplasm of low malignant potential behavior of ovary (situation)
11012891000119100,History of urticaria (situation)
11003571000119100,History of acquired deformity of right hip following removal of prosthesis (situation)
11003531000119100,History of acquired deformity of left hip following removal of prosthesis (situation)
11003051000119100,History of benign carcinoid neoplasm (situation)
11001921000119100,History of carcinoma in situ of breast (situation)
10998251000119100,History of sensory organ disorder (situation)
10995991000119100,History of combat and operational stress reaction (situation)
10995761000119100,History of diabetic foot ulcer (situation)
10995681000119100,History of malignant neoplasm of external ear (situation)
10995641000119100,History of malignant neoplasm of digestive organ (situation)
10995411000119100,History of malignant carcinoid tumor of bronchus (situation)
10988211000119100,History of dysplasia of prostate (situation)
10988171000119100,History of parasitic disease (situation)
10987961000119100,History of malignant carcinoid tumor of stomach (situation)
10987871000119100,History of malignant neoplasm of rectosigmoid junction (situation)
10987721000119100,History of malignant carcinoid tumor of kidney (situation)
10982181000119100,History of neoplasm of uncertain behavior (situation)
10981911000119100,History of malignant neoplasm of nasal cavity (situation)
10981871000119100,History of malignant neoplasm of middle ear (situation)
10981821000119100,History of malignant carcinoid tumor of thymus (situation)
10939931000119100,History of malignant neoplasm of lip (situation)
10839421000119100,History of anaphylaxis (situation)
10824251000119100,History of artery embolism (situation)
10761511000119100,History of pulmonary embolism on long-term anticoagulation therapy (situation)
10743471000119100,History of pleomorphic adenoma of salivary gland (situation)
10743431000119100,History of benign neoplasm of salivary gland (situation)
10743391000119100,History of ulcer of skin of upper limb (situation)
10738811000119100,History of carcinoma in situ of uterine cervix (situation)
10691841000119100,History of central serous retinopathy (situation)
10624491000119100,History of infection due to vancomycin resistant enterococcus (situation)
1290891000000100,History of monkeypox (situation)
1099621000119100,History of ischemic colitis (situation)
1099381000119100,History of benign neoplasm of bone (situation)
1099291000119100,History of cancer metastatic to bone (situation)
1099061000119100,History of odontogenic keratocyst (situation)
1099001000119100,History of dysthymia (situation)
1098971000119100,History of cancer metastatic to brain (situation)
1098961000119100,History of cancer metastatic to lung (situation)
1098951000119100,History of cancer metastatic to liver (situation)
1098941000119100,History of cancer metastatic to skin (situation)
1098931000119100,History of cancer metastatic to lymph nodes (situation)
1098861000119100,History of torsades de pointes (situation)
1087151000119100,History of syphilis (situation)
691501000119103,History of gastritis (situation)
691491000119105,History of esophagitis (situation)
691371000119102,History of malignant neoplasm of parotid gland (situation)
691201000119100,History of adrenal adenoma (situation)
691191000119103,History of pituitary adenoma (situation)
690731000119108,History of torsades de pointe caused by drug (situation)
690711000119103,History of acquired spondylolisthesis (situation)
690651000119106,History of carcinoma in situ of vulva (situation)
690491000119104,History of cardiomyopathy (situation)
690481000119102,History of dissection of carotid artery (situation)
690461000119106,History of bradycardia (situation)
690071000119109,History of nontraumatic ruptured cerebral aneurysm (situation)
690051000119100,History of cerebellar stroke (situation)
681341000119108,History of cornea graft failure (situation)
681291000119105,History of mycosis fungoides (situation)
681221000119108,History of herpes zoster (situation)
681211000119101,History of myocarditis (situation)
681201000119104,History of prostatitis (situation)
674191000119109,History of syncope (situation)
672291000119107,History of carcinosarcoma of ovary (situation)
672281000119109,History of carcinosarcoma of uterus (situation)
450891000124109,"Past pregnancy history of complication of pregnancy, childbirth and/or puerperium (situation)"
350391000119105,History of perforated tympanic membrane (situation)
350351000119100,History of inverted papilloma (situation)
347941000119102,History of benign meningioma of brain (situation)
347931000119106,History of malignant meningioma of meninges of brain (situation)
328201000119109,History of giant cell arteritis (situation)
328021000119108,History of bowel obstruction (situation)
328001000119104,History of atrial myxoma (situation)
293771000119100,History of lower gastrointestinal bleed (situation)
293581000119108,History of penis injury (situation)
293201000119102,History of human papillomavirus infection (situation)
286791000119107,History of malignant carcinoid tumor of rectum (situation)
286781000119109,History of malignant carcinoid tumor of small intestine (situation)
286771000119106,History of malignant carcinoid tumor of colon (situation)
285741000119105,History of pericarditis (situation)
285731000119101,History of paroxysmal supraventricular tachycardia (situation)
285721000119104,History of acute ST segment elevation myocardial infarction (situation)
180301000119102,History of disorder of vision (situation)
154081000119108,History of aspiration pneumonia (situation)
152891000119106,History of malignant neoplasm of eye (situation)
152861000119104,History of myeloid leukemia (situation)
152711000119105,History of skin and/or subcutaneous tissue disease (situation)
152451000119104,History of lymphosarcoma (situation)
144931000119108,History of carotid body neoplasm (situation)
144811000119109,History of benign schwannoma (situation)
144101000119103,History of benign neoplasm of spinal cord (situation)
143591000119101,History of toxoplasmosis (situation)
143491000119100,History of atypical hyperplasia of breast (situation)
143481000119103,History of lobular carcinoma in situ (situation)
143351000119104,History of Paget's disease of breast (situation)
143341000119101,History of stromal sarcoma of endometrium (situation)
142881000119105,History of nocturnal hypoglycemia (situation)
142471000119105,History of dysplasia of vulva (situation)
142461000119104,History of vaginal intraepithelial neoplasia (situation)
142021000119102,History of Paget disease of vulva (situation)
141961000119102,History of sex cord stromal tumor of ovary (situation)
141951000119104,History of malignant germ cell neoplasm of ovary (situation)
141911000119100,History of recurrent deep vein thrombosis (situation)
141831000119101,History of embolic stroke with deficits (situation)
141821000119104,History of ischemic cerebrovascular accident with residual deficit (situation)
141811000119106,History of hemorrhagic cerebrovascular accident with residual deficit (situation)
141281000119101,History of ischemic stroke without residual deficits (situation)
140731000119101,History of gastrointestinal stromal neoplasm (situation)
140711000119106,History of hemorrhagic stroke with hemiplegia (situation)
140701000119108,History of hemorrhagic stroke with hemiparesis (situation)
140491000119105,History of transitional cell carcinoma of kidney (situation)
140221000119109,History of transient ischemic attack due to embolism (situation)
139621000119101,History of malignant ameloblastoma of mandible (situation)
139611000119108,History of malignant neoplasm of duodenum (situation)
139461000119109,History of osteoporotic fracture (situation)
139281000119104,History of malignant germ cell neoplasm of mediastinum (situation)
139271000119102,History of malignant germ cell neoplasm of testis (situation)
138741000119107,History of sebaceous adenoma (situation)
138731000119103,History of sebaceous carcinoma (situation)
138381000119101,History of acoustic neuroma (situation)
138141000119108,History of merkel cell carcinoma (situation)
138091000119101,History of prematurity (situation)
137971000119104,History of acute kidney injury (situation)
137961000119105,History of ureteral obstruction (situation)
137871000119109,History of Graves' disease (situation)
137771000119101,History of pathological hip fracture (situation)
137761000119107,History of fracture of hip due to traumatic event (situation)
137751000119105,History of pathological vertebral fracture (situation)
137741000119108,History of hip stress fracture (situation)
137731000119104,History of traumatic vertebral fracture (situation)
137721000119102,History of vertebral stress fracture (situation)
137401000119102,History of listeria meningitis (situation)
136611000119100,History of sepsis (situation)
134481000119104,History of being under immunized (situation)
134461000119108,History of neuroendocrine malignant neoplasm (situation)
131471000119104,History of cardiac arrhythmia (situation)
131461000119105,History of paroxysmal atrial tachycardia (situation)
130591000119108,History of endometrial hyperplasia (situation)
128731000119101,History of Guillain Barre syndrome (situation)
128161000119105,"History of low birth weight status, less than 500 grams (situation)"
128131000119102,"History of low birth weight status, 2-2.5kg (situation)"
126731000119100,History of cystic dilatation of duct of bulbourethral gland (situation)
126151000119107,History of bulimia nervosa (situation)
126131000119101,History of eating disorder (situation)
125981000119105,History of urethral parameatal cyst (situation)
125961000119101,History of urethrocutaneous fistula (situation)
125791000119106,History of prostatic cyst (situation)
125781000119108,History of febrile urinary tract infection (situation)
125771000119105,History of congenital adrenal hyperplasia (situation)
125731000119107,History of congenital absence of germinal epithelium of testes (situation)
125711000119102,History of hypospermatogenesis (situation)
125701000119100,History of urethral cyst (situation)
124361000119101,History of malignant neoplasm of fallopian tube (situation)
123361000119104,History of pathological fracture (situation)
123351000119101,History of stress fracture (situation)
122571000119106,History of malignant cutaneous T-cell lymphoma (situation)
122421000119106,History of benign neoplasm of larynx (situation)
120481000119109,History of multiple myeloma (situation)
119981000119101,History of bacterial infection (situation)
118971000119107,History of embolic stroke without deficits (situation)
118961000119101,History of hemorrhagic cerebrovascular accident without residual deficits (situation)
118951000119103,History of thrombotic stroke without residual deficits (situation)
118501000119105,History of drug-induced anaphylaxis (situation)
118361000119100,History of diverticulitis (situation)
117881000119103,History of sick sinus syndrome (situation)
117871000119101,History of heart block (situation)
116351000119103,History of lower extremity skin ulcer (situation)
115561000119102,History of malignant melanoma of eye (situation)
115451000119100,History of endophthalmitis (situation)
112561000119108,History of Crohns disease (situation)
112101000119101,History of meningioma (situation)
112071000119105,History of malignant neoplasm of anus (situation)
112031000119107,History of severe nausea and vomiting following administration of anesthetic agent (situation)
108951000119100,Past pregnancy history of preterm premature rupture of membranes (situation)
108521000119103,History of reticulosarcoma (situation)
108281000119102,History of congenital hypospadias (situation)
107921000119107,History of immune disorder (situation)
106821000119101,History of oligodendroglioma of brain (situation)
105651000119100,Past pregnancy history of pre-eclampsia (situation)
103011000119106,Coronary arteriosclerosis in patient with history of previous myocardial infarction (situation)
102191000119109,History of injury of globe of eye (situation)
99051000119101,History of lacunar cerebrovascular accident (situation)
99021000119109,History of undescended testes (situation)
98241000119103,History of partial adherence to treatment (situation)
97681000119106,History of hypercoagulable state (situation)
97641000119101,History of retinoblastoma (situation)
97631000119105,History of squamous cell carcinoma in situ (situation)
97531000119106,History of parietal cerebrovascular accident (situation)
97131000119103,History of open head injury (situation)
97121000119101,History of closed head injury (situation)
94671000119102,History of adult respiratory distress syndrome (situation)
94001000119104,History of typhoid (situation)
93961000119100,History of pneumococcal infection (situation)
93931000119108,History of Haemophilus influenzae type b infection (situation)
93911000119103,History of histoplasmosis (situation)
93871000119101,History of hepatitis C (situation)
90171000119101,History of nephrotic syndrome (situation)
88851000119103,History of malignant neoplasm of gum (situation)
88831000119109,History of cancer of floor of mouth (situation)
88811000119104,History of ductal carcinoma in situ of breast (situation)
88801000119102,History of malignant neoplasm of tonsil (situation)
88701000119109,History of disseminated malignant neoplasm (situation)
88621000119107,History of malignant neoplasm of retroperitoneum (situation)
88611000119100,History of traumatic brain injury (situation)
88591000119105,History of malignant neoplasm of peritoneum (situation)
85931000119105,History of tobacco use in remission less than 12 months (situation)
85921000119107,History of pancreatitis (situation)
85881000119100,History of non central nervous system primitive neuroectodermal tumor (situation)
85851000119107,History of malignant neoplasm of pharynx (situation)
82991000119104,History of negative cervical Papanicolaou smear performed within last 12 months (situation)
80541000119104,History of nutritional deficiency (situation)
79081000119100,History of acute myeloid leukemia (situation)
73901000119107,History of renal insufficiency (situation)
73891000119108,History of cancer of unknown primary site (situation)
73881000119105,History of rhabdomyosarcoma (situation)
73861000119101,History of medulloblastoma of brain (situation)
73851000119103,History of ependymoma of brain (situation)
73841000119100,History of glioma of brainstem (situation)
73831000119109,History of astrocytoma of brain (situation)
73801000119102,History of cancer of urethra (situation)
73791000119103,History of malignant neoplasm of common bile duct (situation)
73781000119101,History of malignant neoplasm of appendix (situation)
73771000119104,History of cancer of ampulla of duodenum (situation)
73761000119105,History of malignant neoplasm of pancreas (situation)
73751000119108,History of cancer of gall bladder (situation)
73741000119106,History of malignant neoplasm of salivary gland (situation)
73731000119102,History of malignant neoplasm of nasopharynx (situation)
73721000119100,History of malignant neoplasm of hypopharynx (situation)
73711000119107,History of cholangiocarcinoma (situation)
70871000119100,History of irritable bowel syndrome (situation)
70861000119106,History of gastroesophageal reflux disease (situation)
70561000119109,History of heartburn (situation)
69551000119109,History of squamous cell carcinoma (situation)
69411000119107,History of basal cell carcinoma of eyelid (situation)
63581000119104,History of chronic lymphocytic leukemia (situation)
60681000119105,History of spinal cord injury (situation)
59851000119103,History of hepatitis B conferring immunity (situation)
59801000119102,History of small vessel disease due to diabetes mellitus (situation)
59741000119106,History of visceral aneurysm (situation)
59721000119100,History of thoracoabdominal aortic aneurysm (situation)
59711000119107,History of pseudoaneurysm (situation)
59701000119109,History of portal hypertension (situation)
59651000119104,History of benign carcinoid neoplasm of gastrointestinal tract (situation)
59641000119101,History of tracheoesophageal fistula (situation)
59601000119103,History of germ cell tumor (situation)
49341000119108,History of thrombocytopenia (situation)
49291000119105,History of soft tissue sarcoma (situation)
49241000119102,History of prolactinoma (situation)
49231000119106,History of primary hyperparathyroidism (situation)
49221000119108,History of pheochromocytoma (situation)
49201000119104,History of neoplasm of pituitary gland (situation)
49191000119102,History of neutropenia (situation)
49121000119104,History of histiocytosis (situation)
49111000119106,History of hepatocellular carcinoma (situation)
49101000119108,History of hepatoblastoma (situation)
49081000119101,History of Cushing syndrome (situation)
49071000119104,History of pituitary dependent hypercortisolism (situation)
48951000119104,History of malignant neoplasm of meninges (situation)
48901000119103,History of invasive malignant neoplasm of breast (situation)
48811000119106,History of acromegaly (situation)
43991000119102,History of childhood obesity (situation)
37251000119108,History of low birth weight (situation)
34441000087108,History of sexual behavior with high risk of exposure to communicable disease (situation)
32451000119107,History of nervous system disorder (situation)
32271000119102,Past pregnancy history of delivery of macrosomal infant (situation)
28271000087107,History of attention deficit hyperactivity disorder (situation)
17561000119102,Single liveborn born in hospital by vaginal delivery (situation)
15011000119104,Past pregnancy history of pregnancy loss in non-pregnant woman (situation)
12481000132103,History of biological substance allergy (situation)
7831000175106,History of reaction to blood transfusion (situation)
1881000119103,History of plasmacytoma (situation)
1361000119104,History of actinic keratosis (situation)
1351000119101,History of atypical nevus (situation)
1321000119109,History of primary malignant neoplasm of larynx (situation)
1311000119102,History of primary malignant neoplasm of oropharynx (situation)
1301000119100,History of primary malignant neoplasm of testis (situation)
1251000119106,History of melanoma in situ of skin (situation)
1201000119107,History of urinary tract infection (situation)
1141000161108,History of alcohol withdrawal syndrome (situation)
461000119108,History of myocardial infarction in last eight weeks (situation)
321000119108,History of malignant melanoma of the skin (situation)
1296524002,History of nocturnal hypoglycemia due to diabetes mellitus (situation)
1290882004,History of seizure (situation)
1290210007,Past pregnancy history of multiple miscarriages (situation)
1290209002,Past pregnancy history of recurrent miscarriage (situation)
1290171005,Past pregnancy history of late neonatal death (situation)
1290170006,Past pregnancy history of early neonatal death (situation)
1290167007,Past pregnancy history of neonatal death (situation)
1290143004,Past pregnancy history of perinatal death (situation)
1287652008,History of metastatic malignant neoplasm (situation)
1287041001,History of acquired deformity of hip following removal of prosthesis (situation)
1286880003,History of malignant neoplasm of cecum and/or colon and/or rectum (situation)
1260014004,History of dental trauma (situation)
1254976004,History of substance dependency (situation)
1237121007,History of venous ulcer of lower limb (situation)
1237120008,History of venous ulcer of lower leg (situation)
1208622001,Past pregnancy history of short umbilical cord (situation)
1204448006,History of carcinoma of rectosigmoid junction (situation)
1204447001,History of carcinoma of stomach (situation)
1204446005,History of carcinoma of nasopharynx (situation)
1204445009,History of carcinoma of lip (situation)
1204366000,History of carcinoma of duodenum (situation)
1204365001,History of carcinoma of pancreas (situation)
1187613000,History of resigning commission in military service (situation)
1187612005,History of failing military service training (situation)
1187610002,History of leaving military service (situation)
1187609007,History of medical discharge from military service (situation)
1187608004,History of dishonorable discharge from military service (situation)
1187607009,History of desertion from military service (situation)
1187606000,History of military service during peacetime (situation)
1187605001,History of exposure to combat during military service (situation)
1187601005,History of military deployment (situation)
1187600006,History of serving in military service (situation)
1186911009,History of carcinoma of tongue (situation)
1156101005,Past pregnancy history of pregnancy with normal glucose tolerance test (situation)
1156099003,Past pregnancy history of pregnancy with abnormal glucose tolerance test (situation)
1156098006,Past pregnancy history of Rhesus isoimmunization affecting pregnancy (situation)
1156097001,Past pregnancy history of complication of puerperium (situation)
1156096005,Past pregnancy history of complication occurring during labor and delivery (situation)
1003774007,No known Hevea brasiliensis latex allergy (situation)
895701003,History of disorder of eye region (situation)
895699003,History of disorder of eye proper (situation)
816150000,Past pregnancy history of shoulder dystocia (situation)
789776003,Past pregnancy history of placental abruption (situation)
789775004,History of influenza (situation)
789642001,History of stenosis of carotid artery (situation)
789544005,History of peripheral ischemia (situation)
789475003,History of aneurysm of peripheral artery (situation)
789474004,History of aneurysm of artery of trunk (situation)
789395008,History of primary cutaneous lymphoma (situation)
789064006,History of pain at rest due to peripheral vascular disease (situation)
783680006,History of uterine laceration (situation)
772995006,History of sleeping out (situation)
772993004,History of being in foster care (situation)
771412001,History of pelvic inflammatory disease (situation)
766035009,History of difficult venous access (situation)
765378003,History of primary malignant neoplasm of skin (situation)
763017007,History of female infertility due to tubal factor (situation)
763016003,History of infertility due to endometriosis (situation)
762616007,History of food allergy (situation)
762615006,History of food hypersensitivity (situation)
736726000,History of disorder of digestive system (situation)
736725001,Past pregnancy history of gestational trophoblastic disease (situation)
735934008,History of poor personal hygiene (situation)
733899004,Past pregnancy history of fetal growth restriction (situation)
726625000,Past pregnancy history of first degree perineal laceration (situation)
726624001,Past pregnancy history of previous delivery by vacuum extraction (situation)
726623007,Past pregnancy history of postpartum psychosis (situation)
726597008,Past pregnancy history of spontaneous onset of labor (situation)
726596004,History of uterine inversion (situation)
726565008,Past pregnancy history of small for gestational age baby (situation)
726513006,Past pregnancy history of hemolysis-elevated liver enzymes-low platelet count syndrome (situation)
726001007,Past pregnancy history of live birth (situation)
725954003,Past pregnancy history of induced onset of labor (situation)
725951006,Past pregnancy history of emergency cesarean section (situation)
725950007,Past pregnancy history of placenta accreta (situation)
725949007,Past pregnancy history of elective cesarean section (situation)
725948004,Past pregnancy history of retained placenta (situation)
725944002,Past pregnancy history of episiotomy (situation)
725943008,Past pregnancy history of second degree perineal laceration (situation)
725942003,Past pregnancy history of fourth degree perineal laceration (situation)
725941005,Past pregnancy history of third degree perineal laceration (situation)
725924008,Past pregnancy history of placenta previa (situation)
720810005,History of dissection of external carotid artery (situation)
720729008,History of dissection of internal carotid artery (situation)
719594003,Past pregnancy history of defibulation of vulva to facilitate delivery (situation)
717808006,Multiple liveborn other than twins born outside hospital (situation)
717807001,Multiple liveborn other than twins born in hospital (situation)
717806005,Twin liveborn born outside hospital (situation)
717805009,Singleton liveborn unspecified as to place of birth (situation)
717804008,Singleton liveborn born outside hospital (situation)
717803002,Singleton liveborn born in hospital (situation)
716220001,No known animal allergy (situation)
716186003,No known allergy (situation)
715477006,History of female genital mutilation (situation)
715200006,History of novel psychoactive substance misuse (situation)
713651007,Past pregnancy history of pregnancy with abortive outcome (situation)
713649008,Past pregnancy history of induced termination of pregnancy (situation)
713031009,History of chronic dissection of thoracic aorta (situation)
709881001,Past pregnancy history of gestational hypertension (situation)
709313000,History of methicillin resistant Staphylococcus aureus infection (situation)
709046002,History of congenital vascular malformation (situation)
705002000,Repeated self-induced vomiting (situation)
704007002,No history of sexually transmitted infectious disease (situation)
704006006,No history of cutaneous cellulitis (situation)
703154009,Patient reports no current disability (situation)
700363003,No history of malignant neoplastic disease (situation)
700239008,History of malignant neoplasm of renal pelvis (situation)
700236001,History of pleural effusion (situation)
700146008,No history of malignant neoplasm of breast (situation)
700145007,No history of ectopic pregnancy (situation)
700144006,No history of ovarian cyst (situation)
700143000,No history of depression (situation)
699429007,History of cerebrovascular accident in last eight weeks (situation)
699032000,History of awareness under general anesthesia (situation)
699029003,History of primitive neuroectodermal tumor (situation)
699015004,History of recurrent pneumonia (situation)
699010009,History of inhalant intoxication (situation)
699005005,History of malignant hematologic neoplasm (situation)
698811001,Recent rupture of posterior cruciate ligament (situation)
698593009,History of non-ST segment elevation myocardial infarction (situation)
698298001,History of malignant neoplasm of adrenal gland (situation)
697994009,Past pregnancy history of induced termination of pregnancy under unsafe conditions (situation)
609550002,History of angiotensin converting enzyme inhibitor pseudoallergy (situation)
608844008,History of inflammatory bowel disease (situation)
608837004,History of migraine with aura (situation)
473442002,History of osteopenia (situation)
473390005,History of attempted weight loss (situation)
473389001,Born in ambulance (situation)
473388009,Born at home (situation)
473387004,Never used contraception (situation)
473386008,Never used condom (situation)
473342003,History of osteoporosis resolved (situation)
473337006,History of osteopenia resolved (situation)
473137000,Disability absent (situation)
473123009,History of bronchiolitis (situation)
473122004,History of palpitations (situation)
473120007,History of osteoporosis (situation)
473118009,History of ventricular septal defect (situation)
473117004,History of viral hepatitis (situation)
473116008,History of recurrent urinary tract infection (situation)
473114006,History of active tuberculosis (situation)
473113000,History of polymyalgia rheumatica (situation)
473111003,History of microalbuminuria (situation)
473110002,History of proteinuria (situation)
473109007,History of peripheral vascular disease (situation)
473108004,History of osteomyelitis (situation)
473107009,History of difficult fitting of intrauterine contraceptive device (situation)
473103008,History of use of postcoital contraception (situation)
473102003,History of use of progestogen only oral contraceptive (situation)
473099003,History of use of hormone releasing intrauterine device contraception (situation)
473097001,History of use of withdrawal method of contraception (situation)
